"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"A830082K12Rik",3.75504154178614e-111,0.126533400907695,0.441,0.244,9.40375053309504e-107
"Srek1",4.36078982056511e-111,-0.0121313730144506,0.431,0.265,1.09207259476412e-106
"Myo18a",5.02307177745443e-111,0.0107482943303383,0.432,0.26,1.25792786522791e-106
"Adcy9",5.17716431670961e-111,-0.297056400747819,0.363,0.267,1.29651725983359e-106
"Ppp6r3",5.24956600449596e-111,-0.0228274281472638,0.38,0.226,1.31464881450592e-106
"Eya1",5.27810597627123e-111,-0.161914969520971,0.524,0.373,1.3217960796376e-106
"Ttyh3",5.31847473701459e-111,-0.0240176519275113,0.399,0.239,1.33190562839056e-106
"Zhx3",5.82630248835574e-111,-0.34407157243147,0.533,0.429,1.45908093215893e-106
"Fubp1",6.21220037918986e-111,0.0313716463956975,0.365,0.203,1.55572134096052e-106
"Hnrnpm",6.68787734795277e-111,-0.0996958139472963,0.392,0.252,1.67484512424781e-106
"Ptpn4",7.41813399282654e-111,0.136406910192873,0.489,0.282,1.85772329582355e-106
"Pnn",7.48768903074821e-111,0.103159950862283,0.403,0.218,1.87514196397027e-106
"Erc1",8.59953650406528e-111,-0.132172035052862,0.394,0.256,2.15358192671307e-106
"Glt8d1",9.25091037094412e-111,0.270846709940252,0.335,0.14,2.31670548419554e-106
"Etv6",1.02041897020678e-110,-0.0985104525486153,0.445,0.29,2.55543522708883e-106
"Stk3",1.17547811970427e-110,0.0022800971315653,0.392,0.23,2.94374985517539e-106
"E130102H24Rik",1.69642380209214e-110,-0.043098108765711,0.342,0.203,4.24835412757933e-106
"Phf3",1.95321608290206e-110,0.0640037204781025,0.342,0.179,4.89143903641164e-106
"Fbxl17",2.21098108875614e-110,-0.000557756403175347,0.593,0.399,5.53695994057199e-106
"Drg1",2.28408807367441e-110,-0.0687690742825271,0.414,0.257,5.72004176290282e-106
"Rims2",2.63155217218068e-110,0.251476670532487,0.478,0.246,6.59019610479209e-106
"Add3",3.12324682439742e-110,0.135309939585922,0.764,0.518,7.82154702233845e-106
"Ube2k",3.16034884807556e-110,-0.0670377762854033,0.376,0.23,7.91446162023563e-106
"Rb1",3.31095571011084e-110,-0.100258304148196,0.527,0.369,8.29162638483058e-106
"Cdc42bpa",3.74743250893062e-110,0.103746366109201,0.615,0.393,9.38469523211495e-106
"Insr",4.15410890744611e-110,0.0826132495802472,0.385,0.211,1.04031349369173e-105
"Slc7a10",4.31244208313052e-110,-0.25206402106486,0.303,0.212,1.07996487087838e-105
"Mcc",5.0242328151329e-110,-0.0683949828635075,0.619,0.433,1.25821862389373e-105
"Gm43713",6.22650099662439e-110,0.0338528627331622,0.412,0.24,1.55930264458465e-105
"Cldn10",6.58151422582604e-110,0.0719003602002724,0.315,0.157,1.64820860757361e-105
"Sept7",6.75039096951804e-110,-0.00768922597173227,0.428,0.256,1.6905004104964e-105
"Bmp2k",7.93072722731013e-110,0.0574417411741535,0.419,0.243,1.98609201953528e-105
"Ccnl2",9.46709392466613e-110,-0.0221175730271668,0.463,0.294,2.37084433155414e-105
"Gbf1",9.4765459448972e-110,0.0171198856618298,0.427,0.253,2.37321140098061e-105
"Arap2",9.60119254117667e-110,0.0638813920689749,0.639,0.419,2.40442664808687e-105
"Zcchc11",1.20307570009717e-109,0.0784650896230161,0.429,0.245,3.01286247575334e-105
"Sbno1",1.25911488469031e-109,0.100321567896329,0.336,0.165,3.15320140572994e-105
"Arid4a",1.28915309435263e-109,0.13496754958018,0.333,0.162,3.2284260941873e-105
"Afg1l",1.36273544674238e-109,0.205342051637928,0.404,0.2,3.41269837927694e-105
"Dlg5",1.40261429382641e-109,-0.115234946717948,0.347,0.219,3.51256697602947e-105
"Jmjd1c",1.44743080671421e-109,-0.0109550850155116,0.54,0.351,3.62480096925439e-105
"Zfyve9",1.51224784121553e-109,0.0263699074309596,0.333,0.179,3.78712226875606e-105
"Hif3a",1.65658370360546e-109,-0.183495091774637,0.357,0.236,4.14858256893915e-105
"Cdk19",1.7810216630285e-109,-0.029071118818488,0.614,0.422,4.46021255072226e-105
"Phkg1",1.83109987412599e-109,0.063363723319839,0.68,0.457,4.58562341477372e-105
"Mid1",2.02475749766049e-109,0.157785826932183,0.602,0.367,5.07060020139116e-105
"AC161607.1",2.07713469488563e-109,0.0707802900841521,0.344,0.178,5.20176841640208e-105
"Fam196a",2.1217836149777e-109,-0.264273902800165,0.35,0.251,5.31358270698864e-105
"Trip4",2.70905784626042e-109,0.131467525732938,0.302,0.138,6.78429356438998e-105
"Rptor",3.6507014245038e-109,0.122688518514442,0.339,0.171,9.14245157738487e-105
"Iqsec1",3.92550483983317e-109,-0.00887322346131914,0.357,0.199,9.8306417703942e-105
"Arid4b",3.977831498184e-109,0.182933091611784,0.412,0.21,9.9616834209022e-105
"Dbx2",4.1406304312946e-109,-0.00686020477901494,0.442,0.273,1.03693807890911e-104
"Ranbp9",4.175371655895e-109,0.0667791699186027,0.36,0.194,1.04563832378579e-104
"2010111I01Rik",5.1574470728555e-109,0.0675494864570367,0.381,0.206,1.2915794704552e-104
"Fgd4",5.8511910002796e-109,-0.063409221509704,0.452,0.294,1.46531376220002e-104
"Cables1",5.98672092617265e-109,-0.248122557674312,0.57,0.435,1.49925452154142e-104
"Mat2a",6.23904120760145e-109,-0.13380998163513,0.497,0.344,1.56244308961963e-104
"Btbd7",6.27783810035292e-109,0.167181421641669,0.409,0.215,1.57215899547138e-104
"Babam2",6.51348744290072e-109,0.0386085807606407,0.392,0.224,1.63117266032563e-104
"Ago3",6.64509915246688e-109,0.0446213545138192,0.416,0.245,1.66413218075228e-104
"AC154683.1",7.00619349141197e-109,0.232345481375208,0.598,0.351,1.7545610360543e-104
"Gnb1",7.31592221991292e-109,-0.0269216393911129,0.379,0.227,1.83212640153279e-104
"Mtmr3",7.7505559016616e-109,0.0244257560777081,0.362,0.202,1.94097171445311e-104
"Gtf2i",7.97288943850696e-109,-0.0553272554067636,0.434,0.274,1.9966507020853e-104
"Psd3",8.16753917424299e-109,0.190320232371676,0.687,0.432,2.04539683540567e-104
"Abat",1.00704561555516e-108,-0.000918961221963999,0.341,0.192,2.52194433503478e-104
"Wdr33",1.06180817492387e-108,0.0727339671081204,0.434,0.25,2.65908621246185e-104
"Zeb2",1.1490466198076e-108,0.0270484266705258,0.586,0.379,2.87755744998418e-104
"Apba2",1.22727481692258e-108,-0.00862501045027586,0.48,0.302,3.07346432401921e-104
"Nrf1",1.36035493041533e-108,0.104422993951382,0.484,0.285,3.40673685223912e-104
"Lcor",1.39685383031421e-108,0.0817232353920554,0.363,0.19,3.49814104725587e-104
"Bckdhb",1.4920383468913e-108,-0.00394304694642456,0.376,0.218,3.73651163211987e-104
"Mapre2",1.52832065274365e-108,0.150266074794818,0.421,0.224,3.82737341066593e-104
"Atxn10",1.7393242772882e-108,0.0169116544658747,0.368,0.21,4.35578978761284e-104
"Wwc1",1.95567464247316e-108,0.177102903467375,0.55,0.323,4.89759600714552e-104
"Mib1",1.96644456230178e-108,-0.133598162053955,0.354,0.226,4.92456711737236e-104
"Glud1",1.97059589076767e-108,-0.0476434927104226,0.628,0.447,4.93496328924947e-104
"Sbf2",2.07103762909921e-108,-0.023819518514566,0.411,0.254,5.18649953455316e-104
"Nbeal1",2.16340005755414e-108,0.00639446097913821,0.376,0.212,5.41780276413283e-104
"9330159F19Rik",2.4105260616722e-108,-0.02360627358275,0.3,0.16,6.0366804162457e-104
"Aff4",2.46929507172499e-108,0.0502409192706577,0.349,0.186,6.1838556481209e-104
"Gm26917",2.76376760084682e-108,0.0471392573698832,0.461,0.279,6.9213032028007e-104
"Nr3c2",2.8492415809768e-108,-0.108611825665008,0.66,0.475,7.13535569124021e-104
"Atp5a1",2.92004989654441e-108,0.147965717349158,0.306,0.139,7.31268095591618e-104
"Mapkap1",3.11096165627771e-108,0.0201636837765369,0.355,0.199,7.79078127581627e-104
"Lrp1",3.17437949505292e-108,0.009838200543407,0.419,0.251,7.94959856946103e-104
"Celrr",3.50094316028898e-108,0.102693371589273,0.392,0.216,8.76741195631169e-104
"Gm21954",3.53468588540193e-108,-0.141463304938833,0.486,0.34,8.85191386281206e-104
"Zfp973",3.64356059697075e-108,0.195838174181734,0.33,0.154,9.12456880299385e-104
"Zfr",3.65371582496046e-108,0.0683564723634076,0.52,0.323,9.15000054044848e-104
"Znrf3",3.7650641412018e-108,-0.20242848480623,0.563,0.425,9.42885012881167e-104
"Cpq",4.82523888598322e-108,0.195438348979346,0.544,0.316,1.20838457421678e-103
"Tulp3",5.07100056100086e-108,0.0321439033559174,0.442,0.261,1.26993067049145e-103
"Tead1",5.19929294175758e-108,-0.00815721024485261,0.511,0.332,1.30205893140435e-103
"Asap1",5.47057129939271e-108,0.0478233473168019,0.452,0.264,1.36999517050692e-103
"Aff1",5.85839737502184e-108,-0.0702131053060084,0.396,0.249,1.46711845462672e-103
"Sfpq",6.02351737632783e-108,-0.127434335487844,0.434,0.299,1.50846945655378e-103
"Rsf1",6.35428513442274e-108,-0.0312306865196872,0.374,0.209,1.59130362621349e-103
"Fut9",7.42709212911914e-108,-0.225314186927447,0.631,0.489,1.85996668189531e-103
"Arhgap31",1.03150007122806e-107,0.0477877349711007,0.381,0.213,2.58318562837644e-103
"Shc3",1.10311033219157e-107,-0.0273133935430274,0.432,0.266,2.76251920490734e-103
"Ocrl",1.10410590989621e-107,-0.0486270788193184,0.372,0.221,2.76501243015308e-103
"Mapk10",1.27286217863754e-107,-0.281110787751961,0.663,0.528,3.187628753962e-103
"Kansl1l",1.41407322576028e-107,0.0243490049173758,0.648,0.439,3.54126357927146e-103
