"","Genotype","Sample","Cytokine","Treatment","Concentration","Avg.Cupri.Neg.All","PureFoldChange","log2transform"
"49","XXO",190,"GM-CSF","Cuprizone",10.73,11.55380952,0.928698017863808,-0.106718539135341
"50","XXO",193,"GM-CSF","Cuprizone",8.04,11.55380952,0.695874376852285,-0.523101208712935
"51","XXO",164,"GM-CSF","Cuprizone",10.73,11.55380952,0.928698017863808,-0.106718539135341
"55","XYO",211,"GM-CSF","Cuprizone",19.19,11.55380952,1.66092404126808,0.731986096303517
"56","XYO",184,"GM-CSF","Cuprizone",8.04,11.55380952,0.695874376852285,-0.523101208712935
"63","XXT",207,"GM-CSF","Cuprizone",1.61,11.55380952,0.139347978449276,-2.84323602177725
"64","XXT",205,"GM-CSF","Cuprizone",1.61,11.55380952,0.139347978449276,-2.84323602177725
"65","XXT",208,"GM-CSF","Cuprizone",10.73,11.55380952,0.928698017863808,-0.106718539135341
"66","XXT",182,"GM-CSF","Cuprizone",10.73,11.55380952,0.928698017863808,-0.106718539135341
"67","XXT",188,"GM-CSF","Cuprizone",3.19,11.55380952,0.276099410716267,-1.85674028612699
"68","XXT",187,"GM-CSF","Cuprizone",1.61,11.55380952,0.139347978449276,-2.84323602177725
"73","XYT",213,"GM-CSF","Cuprizone",13.5,11.55380952,1.16844578202809,0.22459079204633
"74","XYT",36,"GM-CSF","Cuprizone",8.04,11.55380952,0.695874376852285,-0.523101208712935
"75","XYT",39,"GM-CSF","Cuprizone",13.5,11.55380952,1.16844578202809,0.22459079204633
"76","XYT",220,"GM-CSF","Cuprizone",1.61,11.55380952,0.139347978449276,-2.84323602177725
"77","XYT",206,"GM-CSF","Cuprizone",1.61,11.55380952,0.139347978449276,-2.84323602177725
"78","XYT",174,"GM-CSF","Cuprizone",8.04,11.55380952,0.695874376852285,-0.523101208712935
"87","XXO",189,"IFNg","Cuprizone",2.9,5.268571429,0.550433839434618,-0.861358928474155
"88","XXO",190,"IFNg","Cuprizone",3.52,5.268571429,0.668112798210295,-0.581836399851792
"89","XXO",193,"IFNg","Cuprizone",2.35,5.268571429,0.446041214714259,-1.16475107192409
"90","XXO",164,"IFNg","Cuprizone",2.9,5.268571429,0.550433839434618,-0.861358928474155
"94","XYO",211,"IFNg","Cuprizone",8.49,5.268571429,1.6114425161379,0.688352725063949
"95","XYO",184,"IFNg","Cuprizone",2.35,5.268571429,0.446041214714259,-1.16475107192409
"102","XXT",207,"IFNg","Cuprizone",2.35,5.268571429,0.446041214714259,-1.16475107192409
"103","XXT",205,"IFNg","Cuprizone",2.35,5.268571429,0.446041214714259,-1.16475107192409
"104","XXT",208,"IFNg","Cuprizone",3.74,5.268571429,0.709869848098438,-0.494373558601453
"105","XXT",182,"IFNg","Cuprizone",2.35,5.268571429,0.446041214714259,-1.16475107192409
"106","XXT",188,"IFNg","Cuprizone",8.62,5.268571429,1.63611713652635,0.710276040600008
"107","XXT",187,"IFNg","Cuprizone",2.35,5.268571429,0.446041214714259,-1.16475107192409
"112","XYT",213,"IFNg","Cuprizone",6.03,5.268571429,1.14452277647957,0.194746173410995
"113","XYT",36,"IFNg","Cuprizone",3.1,5.268571429,0.588394793878384,-0.765143613214852
"114","XYT",39,"IFNg","Cuprizone",2.35,5.268571429,0.446041214714259,-1.16475107192409
"115","XYT",220,"IFNg","Cuprizone",2.35,5.268571429,0.446041214714259,-1.16475107192409
"116","XYT",206,"IFNg","Cuprizone",2.35,5.268571429,0.446041214714259,-1.16475107192409
"117","XYT",174,"IFNg","Cuprizone",2.7,5.268571429,0.512472884990851,-0.964452421438259
"126","XXO",189,"IL1a","Cuprizone",32.17,40.37,0.796878870448353,-0.327567650827771
"127","XXO",190,"IL1a","Cuprizone",23.28,40.37,0.576665840971018,-0.794192528572226
"128","XXO",193,"IL1a","Cuprizone",23.28,40.37,0.576665840971018,-0.794192528572226
"129","XXO",164,"IL1a","Cuprizone",13.48,40.37,0.333911320287342,-1.58246309029865
"133","XYO",211,"IL1a","Cuprizone",100.07,40.37,2.47882090661382,1.30965404130214
"134","XYO",184,"IL1a","Cuprizone",10.38,40.37,0.257121624969036,-1.95947714312263
"141","XXT",207,"IL1a","Cuprizone",1.58,40.37,0.0391379737428784,-4.67528712330341
"142","XXT",205,"IL1a","Cuprizone",1.58,40.37,0.0391379737428784,-4.67528712330341
"143","XXT",208,"IL1a","Cuprizone",32.17,40.37,0.796878870448353,-0.327567650827771
"144","XXT",182,"IL1a","Cuprizone",18.87,40.37,0.467426306663364,-1.09718916388006
"145","XXT",188,"IL1a","Cuprizone",55.71,40.37,1.37998513747833,0.464652729176067
"146","XXT",187,"IL1a","Cuprizone",1.58,40.37,0.0391379737428784,-4.67528712330341
"151","XYT",213,"IL1a","Cuprizone",29.95,40.37,0.741887540252663,-0.430727583804362
"152","XYT",36,"IL1a","Cuprizone",21.07,40.37,0.521922219469903,-0.938093272663204
"153","XYT",39,"IL1a","Cuprizone",14.54,40.37,0.360168441912311,-1.47325631756092
"154","XYT",220,"IL1a","Cuprizone",1.58,40.37,0.0391379737428784,-4.67528712330341
"155","XYT",206,"IL1a","Cuprizone",1.58,40.37,0.0391379737428784,-4.67528712330341
"156","XYT",174,"IL1a","Cuprizone",18.87,40.37,0.467426306663364,-1.09718916388006
"165","XXO",189,"IL2","Cuprizone",16.31,14.26333333,1.14349147023685,0.193445604146708
"166","XXO",190,"IL2","Cuprizone",11.54,14.26333333,0.809067539333739,-0.305667953919694
"167","XXO",193,"IL2","Cuprizone",13.69,14.26333333,0.959803692675813,-0.0591887313072765
"168","XXO",164,"IL2","Cuprizone",8.92,14.26333333,0.625379761772699,-0.677195562644871
