X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,Unique_F_GDQvsSaline
Ascc2,338.2643424,-0.139097615,0.068558165,-2.03102014,0.042252952,0.73082813,blue,Ascc2
Phactr1,7651.825656,-0.139810221,0.063487504,-2.202697863,0.027616051,0.717843203,blue,Phactr1
Dip2b,646.2155172,-0.139824966,0.065840139,-2.12414319,0.033658172,0.73082813,blue,Dip2b
Chchd2-ps,3.664694918,-0.140088176,0.072771921,-1.986902278,0.046933227,NA,blue,Chchd2-ps
Stk11ip,410.8894472,-0.14038633,0.06638402,-2.115149736,0.034417187,0.73082813,blue,Stk11ip
Gm7368,2.413836349,-0.140403003,0.059043175,-2.281703848,0.022506831,NA,blue,Gm7368
Endov,933.9173851,-0.141030237,0.063956509,-2.204703355,0.027474918,0.717843203,blue,Endov
Elavl3,3554.863369,-0.141212217,0.058218107,-2.42560676,0.01528282,0.707547848,blue,Elavl3
Atp1b2,7935.067649,-0.141256176,0.067817214,-2.083356867,0.037218707,0.73082813,blue,Atp1b2
Fam168a,4053.349373,-0.141260476,0.05013555,-2.81750483,0.004839839,0.559474261,blue,Fam168a
Rims2,1385.495196,-0.141313475,0.0687479,-2.05576882,0.039804805,0.73082813,blue,Rims2
Zfp219,917.386769,-0.141446616,0.07183874,-1.969037878,0.048948742,0.744195683,blue,Zfp219
C130012C08Rik,3.241483425,-0.141537703,0.067221844,-2.191156479,0.028440471,NA,blue,C130012C08Rik
Zbtb4,3359.072962,-0.141775215,0.06377109,-2.223613361,0.026174469,0.71436293,blue,Zbtb4
Gm25835,3.910729704,-0.1417851,0.068232276,-2.105259239,0.035268748,NA,blue,Gm25835
Scgb1c1,9.807008416,-0.142519524,0.04977768,-2.700677289,0.006919845,NA,blue,Scgb1c1
Sema4a,425.2465335,-0.142525636,0.062102405,-2.292084086,0.021900792,0.707547848,blue,Sema4a
Ebf4,182.0157587,-0.142719303,0.070923725,-2.016134626,0.0437859,0.734437495,blue,Ebf4
Wipf2,1131.883288,-0.142742377,0.062974164,-2.266746037,0.023405744,0.707547848,blue,Wipf2
Rgs20,392.9084,-0.142969153,0.066964344,-2.130916365,0.033096033,0.73082813,blue,Rgs20
Mib1,2934.388903,-0.143062832,0.061855803,-2.313045112,0.020720159,0.707547848,blue,Mib1
Nrbp2,1505.17204,-0.143157758,0.072758192,-1.967387288,0.049138579,0.744195683,blue,Nrbp2
Lypd2,4.443958693,-0.143573598,0.061445646,-2.290540943,0.021989978,NA,blue,Lypd2
Gm25948,2.476334098,-0.143788829,0.055773899,-2.635327484,0.008405614,NA,blue,Gm25948
4930461G14Rik,2.249248032,-0.144197894,0.059633771,-2.320152466,0.020332631,NA,blue,4930461G14Rik
Ankrd52,665.9620928,-0.144356986,0.070957873,-2.034209501,0.041930477,0.73082813,blue,Ankrd52
Ppard,491.9554471,-0.144382282,0.070505882,-2.048022549,0.04055779,0.73082813,blue,Ppard
Ndst1,2005.164751,-0.144506803,0.062735324,-2.303594949,0.021245392,0.707547848,blue,Ndst1
Kif21b,1206.007559,-0.144569722,0.07329159,-1.973078016,0.048486674,0.744195683,blue,Kif21b
Ciz1,441.7954684,-0.144897956,0.062863769,-2.305993303,0.021111007,0.707547848,blue,Ciz1
Rcbtb1,821.8685708,-0.145020516,0.052019898,-2.787773979,0.005307156,0.577118774,blue,Rcbtb1
Brsk1,8462.72485,-0.145629208,0.07156756,-2.03539292,0.041811353,0.73082813,blue,Brsk1
Cdk16,5725.004706,-0.1457456,0.067964267,-2.145012046,0.031951884,0.73082813,blue,Cdk16
Cep70,225.3959525,-0.145802322,0.073217561,-1.991475716,0.046428612,0.744195683,blue,Cep70
Gm765,3.564780951,-0.146197341,0.063397985,-2.318142377,0.020441584,NA,blue,Gm765
Zfp365,12248.2849,-0.146579725,0.064451344,-2.275099471,0.022899963,0.707547848,blue,Zfp365
Omd,24.08798489,-0.146622177,0.075517277,-1.967220861,0.049157754,0.744195683,blue,Omd
Chd5,3429.958562,-0.147059703,0.068138425,-2.15891603,0.030856682,0.73082813,blue,Chd5
Epb41l1,14510.34831,-0.147153597,0.074310439,-1.981362904,0.047550591,0.744195683,blue,Epb41l1
Gm37581,4.461250073,-0.147192219,0.075866754,-2.014203462,0.043988176,NA,blue,Gm37581
Enah,3030.300095,-0.147652639,0.072290954,-2.043163144,0.041036291,0.73082813,blue,Enah
Mir344-2,2.376761127,-0.147654636,0.062771919,-2.135738976,0.032700696,NA,blue,Mir344-2
R3hdm2,2773.88273,-0.147740748,0.073223888,-2.018542135,0.043534831,0.733076793,blue,R3hdm2
Rasd2,1128.513152,-0.147867652,0.07300413,-2.025710354,0.042794475,0.73082813,blue,Rasd2
Omp,30.93456831,-0.148017261,0.056181789,-2.363385632,0.018108815,0.707547848,blue,Omp
Slc25a18,1844.7379,-0.149012604,0.065871384,-2.262879234,0.023643135,0.707547848,blue,Slc25a18
Neo1,1453.378837,-0.149135076,0.065424191,-2.279660483,0.022627833,0.707547848,blue,Neo1
Ntrk2,12783.41516,-0.149150027,0.071060421,-2.100441602,0.035690013,0.73082813,blue,Ntrk2
Palm,6123.477163,-0.149604307,0.071536439,-2.091591145,0.036475105,0.73082813,blue,Palm
Patl1,339.2573458,-0.149634165,0.067512013,-2.216874092,0.026631697,0.716042734,blue,Patl1
Capn5,959.5422299,-0.149696039,0.062011482,-2.414110705,0.015773669,0.707547848,blue,Capn5
Nfix,5225.083203,-0.149816071,0.070092028,-2.138442247,0.032480867,0.73082813,blue,Nfix
Gm11955,5.459447127,-0.150064238,0.07047144,-2.086622545,0.036922268,NA,blue,Gm11955
Cbx6,10334.74479,-0.150103907,0.067230459,-2.233151819,0.025538934,0.71436293,blue,Cbx6
Rhou,798.947561,-0.150440146,0.065759431,-2.288758138,0.022093409,0.707547848,blue,Rhou
Gm47175,5.567870061,-0.150542865,0.080142441,-2.01516567,0.043887293,NA,blue,Gm47175
Celf4,12439.92005,-0.150683591,0.063746045,-2.364251971,0.01806652,0.707547848,blue,Celf4
Lpin1,401.6111308,-0.150750378,0.074346362,-2.028078815,0.042552205,0.73082813,blue,Lpin1
Trim46,1258.808791,-0.150792822,0.053212185,-2.833941047,0.004597781,0.553569634,blue,Trim46
Ttyh3,3917.06853,-0.150816652,0.072284319,-2.086061675,0.036973037,0.73082813,blue,Ttyh3
Kif1b,13669.14398,-0.150884624,0.065331208,-2.310538261,0.020858373,0.707547848,blue,Kif1b
Bpifb4,4.980713293,-0.150956712,0.053563846,-2.914036252,0.003567885,NA,blue,Bpifb4
Gm28111,1.096467484,-0.151220076,0.042083969,-3.47953934,0.000502277,NA,blue,Gm28111
Csdc2,2443.682028,-0.151598288,0.060991572,-2.485692717,0.012929956,0.677971415,blue,Csdc2
Ulk1,1435.960312,-0.152019818,0.062105271,-2.447819788,0.014372352,0.707547848,blue,Ulk1
Fmn1,283.6392281,-0.152048977,0.072452655,-2.096470728,0.036040454,0.73082813,blue,Fmn1
Abtb2,256.6068842,-0.1520506,0.074405823,-2.0457924,0.0407768,0.73082813,blue,Abtb2
Plekha6,738.250617,-0.152645505,0.068805254,-2.21903849,0.026484106,0.714760317,blue,Plekha6
Purb,12269.7002,-0.152657218,0.075219306,-2.031623655,0.04219177,0.73082813,blue,Purb
Srrm1,1269.315781,-0.152780439,0.063576588,-2.403118771,0.016255907,0.707547848,blue,Srrm1
Dusp8,3093.451056,-0.152797406,0.061738252,-2.475094314,0.0133201,0.684974198,blue,Dusp8
Pofut1,361.2958139,-0.153377277,0.061107259,-2.508031104,0.012140598,0.677574131,blue,Pofut1
Mgll,5744.415186,-0.153472442,0.056085757,-2.736890161,0.0062023,0.585799265,blue,Mgll
Zc3h4,907.3067816,-0.153832395,0.07265632,-2.117655414,0.034204261,0.73082813,blue,Zc3h4
Ubap2,788.4175859,-0.153884269,0.076962994,-1.999789994,0.045522945,0.744195683,blue,Ubap2
Sidt2,832.6427643,-0.153891461,0.05146817,-2.990127192,0.002788613,0.505228409,blue,Sidt2
Ppp1r16b,4691.420927,-0.154253419,0.07235214,-2.131991442,0.03300755,0.73082813,blue,Ppp1r16b
Atxn2l,1530.902369,-0.154291777,0.070192115,-2.197948994,0.027952741,0.717843203,blue,Atxn2l
Mc5r,4.156879215,-0.154459964,0.0698763,-2.241247772,0.02501003,NA,blue,Mc5r
Atxn7l2,261.8961277,-0.154538006,0.069075137,-2.236427017,0.025323813,0.71436293,blue,Atxn7l2
Vwa5b2,523.6856289,-0.154754891,0.078462482,-1.972608061,0.048540234,0.744195683,blue,Vwa5b2
Mir219a-2,3.233471378,-0.154841962,0.060276242,-2.370499444,0.017764071,NA,blue,Mir219a-2
Gm14023,3.872173366,-0.155688215,0.070241108,-2.264918339,0.023517691,NA,blue,Gm14023
Dmrta1,3.880535807,-0.155843224,0.070156367,-2.359103604,0.018319141,NA,blue,Dmrta1
Asmt,2.622592997,-0.15589732,0.059375255,-2.378431259,0.017386478,NA,blue,Asmt
Mpped1,4595.576625,-0.156070242,0.062381305,-2.502389037,0.012335829,0.677971415,blue,Mpped1
Hdac7,427.8589664,-0.156147596,0.07285171,-2.14351068,0.032072114,0.73082813,blue,Hdac7
Epb41l4b,714.8703902,-0.156168782,0.073843359,-2.115085854,0.034422631,0.73082813,blue,Epb41l4b
Sh3pxd2a,1256.232844,-0.156474363,0.077758187,-2.012648571,0.044151613,0.734437495,blue,Sh3pxd2a
4930402H24Rik,1948.419091,-0.156564168,0.064875561,-2.413851755,0.015784883,0.707547848,blue,4930402H24Rik
Abca2,3768.593026,-0.15663706,0.056644697,-2.76521078,0.005688602,0.577118774,blue,Abca2
Plekhg1,299.7329011,-0.156734214,0.072423495,-2.164190387,0.030449741,0.73082813,blue,Plekhg1
Ids,12034.99279,-0.156973886,0.073615147,-2.134474573,0.032803953,0.73082813,blue,Ids
4632404H12Rik,298.8473538,-0.156996945,0.070848427,-2.213452992,0.026866431,0.717843203,blue,4632404H12Rik
Pacs2,2683.437629,-0.157166962,0.060871884,-2.582140442,0.009818962,0.663635704,blue,Pacs2
Gm23442,1.796579893,-0.157210486,0.054834304,-2.686211163,0.00722674,NA,blue,Gm23442
Slc25a23,11419.29105,-0.157351936,0.077007528,-2.044216732,0.040932141,0.73082813,blue,Slc25a23
Hipk1,2529.37552,-0.157676578,0.074672302,-2.112118354,0.034676299,0.73082813,blue,Hipk1
Slc25a37,325.4909336,-0.157917424,0.071173732,-2.218317459,0.026533195,0.714760317,blue,Slc25a37
Ankrd13b,1525.442036,-0.158063951,0.063542724,-2.487502526,0.012864354,0.677971415,blue,Ankrd13b
Nr2f1,1463.88487,-0.158115383,0.068116182,-2.321466715,0.020261669,0.707547848,blue,Nr2f1
Bcan,5902.473606,-0.158136912,0.068709795,-2.302636898,0.021299281,0.707547848,blue,Bcan
Ank3,4668.224411,-0.158318665,0.073198684,-2.164255212,0.030444768,0.73082813,blue,Ank3
Bcr,3210.604218,-0.158428963,0.07559373,-2.096360634,0.036050212,0.73082813,blue,Bcr
Ntm,2690.772434,-0.158584987,0.060293481,-2.630562017,0.008524381,0.639224869,blue,Ntm
C230057M02Rik,352.7505492,-0.158896035,0.076627004,-2.073799177,0.038097966,0.73082813,blue,C230057M02Rik
Gm42913,6.918200083,-0.158975629,0.079406525,-2.215173577,0.026748153,NA,blue,Gm42913
Tulp4,2661.712905,-0.159299079,0.072544468,-2.197579835,0.027979062,0.717843203,blue,Tulp4
Rapgef4,19525.23697,-0.159402025,0.079419647,-2.009144013,0.044521863,0.737061946,blue,Rapgef4
Arrb1,6613.606286,-0.159432413,0.071419747,-2.23367739,0.025504308,0.71436293,blue,Arrb1
Slc7a15,1.962983689,-0.159449072,0.055717567,-2.945278595,0.00322664,NA,blue,Slc7a15
2810428J06Rik,7.94004459,-0.159498369,0.086928677,-1.964392384,0.049484605,NA,blue,2810428J06Rik
Nacc2,3461.942711,-0.159628788,0.075310869,-2.121882024,0.033847646,0.73082813,blue,Nacc2
Micall1,824.2290761,-0.159909722,0.075739776,-2.112013214,0.034685316,0.73082813,blue,Micall1
Pde8a,454.4030179,-0.160027503,0.07351205,-2.176292643,0.029533385,0.729656988,blue,Pde8a
Pkp4,5721.650909,-0.160150811,0.0642656,-2.492250629,0.012693643,0.677971415,blue,Pkp4
D830024N08Rik,4.055674002,-0.160385777,0.07921509,-1.99585616,0.045949582,NA,blue,D830024N08Rik
Pcnt,588.3008426,-0.160904696,0.078630233,-2.046915729,0.040666359,0.73082813,blue,Pcnt
Gpt2,1571.592344,-0.161007452,0.064713622,-2.487368167,0.012869214,0.677971415,blue,Gpt2
Slc6a1,6694.490513,-0.161032863,0.056525492,-2.849072728,0.004384686,0.553569634,blue,Slc6a1
Gm12932,4.068787814,-0.161100135,0.075549932,-2.14935165,0.031606535,NA,blue,Gm12932
Rassf2,1811.132702,-0.16121628,0.070914594,-2.273868828,0.022973874,0.707547848,blue,Rassf2
Rnf44,2652.941521,-0.161436495,0.058850371,-2.743345663,0.006081663,0.581865077,blue,Rnf44
Htra1,3835.373418,-0.161649019,0.076185523,-2.119878469,0.034016296,0.73082813,blue,Htra1
Gm23726,3.348712609,-0.161789198,0.071272193,-2.406357395,0.016112493,NA,blue,Gm23726
Nphs2,3.758177238,-0.161839766,0.065721156,-2.600280333,0.009314763,NA,blue,Nphs2
Otop2,3.370301024,-0.162310514,0.06567286,-2.313382347,0.020701627,NA,blue,Otop2
Fbxl16,28958.76127,-0.162652516,0.078131264,-2.083699304,0.037187528,0.73082813,blue,Fbxl16
Gja1,5104.424962,-0.162763873,0.058639577,-2.776499244,0.005494776,0.577118774,blue,Gja1
Fads1,7816.10835,-0.162885579,0.071479348,-2.280135262,0.022599667,0.707547848,blue,Fads1
Ncs1,12618.03537,-0.163023668,0.072611689,-2.246233698,0.024689043,0.707996724,blue,Ncs1
Ctnnd2,3752.452541,-0.163062747,0.067288573,-2.424500035,0.015329482,0.707547848,blue,Ctnnd2
Cyp2j6,414.0292328,-0.163420819,0.066745426,-2.444636503,0.01449982,0.707547848,blue,Cyp2j6
Metap1d,326.6901033,-0.163809428,0.076390283,-2.144570145,0.031987231,0.73082813,blue,Metap1d
Igf1r,879.7267242,-0.164133637,0.081641156,-2.011839257,0.044236884,0.734437495,blue,Igf1r
Rgp1,734.0297197,-0.16426968,0.06651995,-2.469353781,0.013535732,0.689868173,blue,Rgp1
Fam57b,790.4870536,-0.164678642,0.065236363,-2.524496495,0.011586416,0.671566276,blue,Fam57b
Efhd1,439.8144824,-0.165515928,0.074132808,-2.23144877,0.025651417,0.71436293,blue,Efhd1
Arhgap17,244.6859486,-0.165615697,0.07713958,-2.146289269,0.031849907,0.73082813,blue,Arhgap17
Ltb4r2,6.196890709,-0.16571971,0.08567282,-1.978127564,0.047914318,NA,blue,Ltb4r2
Wfikkn1,4.95684949,-0.165941459,0.079412069,-1.968971319,0.048956385,NA,blue,Wfikkn1
Git1,14910.0799,-0.166027825,0.079348737,-2.095133274,0.036159147,0.73082813,blue,Git1
Pmp22,424.7748098,-0.166102572,0.079525641,-2.088939962,0.036713128,0.73082813,blue,Pmp22
Ganc,182.0837607,-0.166238372,0.082010297,-2.027667063,0.042594239,0.73082813,blue,Ganc
Rere,1991.579222,-0.166367211,0.072362567,-2.299410596,0.021481635,0.707547848,blue,Rere
Ackr1,189.5233131,-0.166946585,0.079419779,-2.103239305,0.035444856,0.73082813,blue,Ackr1
Clasrp,691.2765272,-0.167396592,0.070219956,-2.384110722,0.01712045,0.707547848,blue,Clasrp
9330182L06Rik,536.5569891,-0.167433796,0.070423538,-2.376984703,0.017454812,0.707547848,blue,9330182L06Rik
Slc44a2,645.4892451,-0.16766106,0.059238103,-2.82972578,0.004658792,0.553569634,blue,Slc44a2
Zc3h7b,5816.662022,-0.167689215,0.074848215,-2.24161329,0.024986376,0.712087559,blue,Zc3h7b
Smad7,394.7558421,-0.16784648,0.06418902,-2.617500288,0.008857641,0.642898953,blue,Smad7
Fasn,4999.129829,-0.168459165,0.0723042,-2.331690751,0.019716966,0.707547848,blue,Fasn
Prrc2a,11249.8428,-0.169483413,0.081968589,-2.070318605,0.038422518,0.73082813,blue,Prrc2a
Nsdhl,291.5584677,-0.169499904,0.066357321,-2.551436273,0.010727994,0.665272554,blue,Nsdhl
9330154J02Rik,3.143053515,-0.169686598,0.06910994,-2.284312868,0.02235315,NA,blue,9330154J02Rik
Snhg11,8462.453611,-0.169754921,0.085880085,-1.97561799,0.04819806,0.744195683,blue,Snhg11
Rhobtb3,601.669972,-0.169944219,0.066595329,-2.550670131,0.010751603,0.665272554,blue,Rhobtb3
Zmiz2,5859.737032,-0.169952944,0.077165068,-2.204296013,0.027503533,0.717843203,blue,Zmiz2
Adamtsl3,55.34706809,-0.169965178,0.085170026,-2.03467035,0.041884054,0.73082813,blue,Adamtsl3
Megf10,604.4913014,-0.170020422,0.079819604,-2.132430847,0.032971444,0.73082813,blue,Megf10
Fam102a,2946.968194,-0.170552263,0.067015197,-2.545699355,0.010905907,0.665272554,blue,Fam102a
Gabpb2,394.9410385,-0.170566579,0.081828257,-2.084662469,0.03709995,0.73082813,blue,Gabpb2
Arhgef19,605.6884257,-0.170670617,0.075244701,-2.268390608,0.02330541,0.707547848,blue,Arhgef19
Axl,1617.494937,-0.170809057,0.07478049,-2.285929702,0.022258371,0.707547848,blue,Axl
Efcab2,386.0438652,-0.170939412,0.081294445,-2.103043633,0.035461956,0.73082813,blue,Efcab2
Arnt2,5724.633166,-0.170945552,0.064860854,-2.636526899,0.008375956,0.639224869,blue,Arnt2
Pou6f1,3378.957128,-0.171080824,0.074400313,-2.301083714,0.0213869,0.707547848,blue,Pou6f1
Scaf4,446.3879888,-0.171430724,0.075963325,-2.256885581,0.024015225,0.707547848,blue,Scaf4
Kif1a,25482.69478,-0.171442917,0.074930918,-2.290444238,0.021995578,0.707547848,blue,Kif1a
Qk,6852.516047,-0.171456814,0.072844861,-2.355980488,0.018473888,0.707547848,blue,Qk
Mecp2,2513.835372,-0.171593791,0.073617716,-2.332257477,0.01968715,0.707547848,blue,Mecp2
Myrf,840.7726379,-0.171695001,0.07260142,-2.364583739,0.018050346,0.707547848,blue,Myrf
Tmc7,273.981164,-0.171727062,0.074073527,-2.320987094,0.02028754,0.707547848,blue,Tmc7
Wdr90,299.3609994,-0.17221694,0.08048721,-2.140007671,0.032354147,0.73082813,blue,Wdr90
Rgma,928.2604899,-0.172291475,0.065527948,-2.629332524,0.008555266,0.639224869,blue,Rgma
5033426O07Rik,4.350890013,-0.172456343,0.073819564,-2.371681512,0.017707347,NA,blue,5033426O07Rik
Samd4b,1973.899083,-0.172458716,0.081041405,-2.128309597,0.033311423,0.73082813,blue,Samd4b
Cntnap1,4154.810721,-0.172691432,0.073085035,-2.364308903,0.018063744,0.707547848,blue,Cntnap1
Zxdb,279.8850847,-0.172772785,0.076637082,-2.253170115,0.024248425,0.707547848,blue,Zxdb
Fbrs,589.5440848,-0.172798542,0.078900916,-2.190046057,0.028520897,0.717843203,blue,Fbrs
Rapgef1,3048.683919,-0.173010862,0.067115494,-2.578858627,0.009912735,0.665272554,blue,Rapgef1
Dzip1l,256.7833834,-0.173089164,0.072475066,-2.392833332,0.016718834,0.707547848,blue,Dzip1l
Zfp950,475.5745035,-0.17322395,0.080996303,-2.139448565,0.032399357,0.73082813,blue,Zfp950
AC154763.2,4.815980427,-0.173225197,0.078223032,-2.296093007,0.021670564,NA,blue,AC154763.2
Arhgap23,2806.871532,-0.173292322,0.065080045,-2.66301383,0.007744423,0.639224869,blue,Arhgap23
Usp54,1053.315361,-0.173433187,0.065480645,-2.648678765,0.00808071,0.639224869,blue,Usp54
Fam229b,159.9390933,-0.173792564,0.073381419,-2.362934824,0.018130858,0.707547848,blue,Fam229b
Ptk7,142.3679211,-0.173990251,0.08810493,-1.974230985,0.048355484,0.744195683,blue,Ptk7
Castor2,2957.825635,-0.174121807,0.073203515,-2.378987562,0.017360262,0.707547848,blue,Castor2
Begain,3973.409471,-0.17424219,0.08471987,-2.059322617,0.039463343,0.73082813,blue,Begain
Epas1,4555.414422,-0.174385716,0.08573668,-2.038713407,0.041478639,0.73082813,blue,Epas1
Ago3,577.0245565,-0.174433502,0.088747306,-1.965886088,0.04931177,0.744195683,blue,Ago3
Scrib,1127.219813,-0.1744357,0.076213285,-2.288383268,0.022115211,0.707547848,blue,Scrib
Phf21a,748.3343831,-0.174509834,0.062701861,-2.783043221,0.005385163,0.577118774,blue,Phf21a
Ptprd,1792.445003,-0.174535534,0.057983709,-3.009997921,0.002612495,0.487246812,blue,Ptprd
Tbc1d5,621.5261735,-0.174589407,0.058518269,-2.983892499,0.002846067,0.505228409,blue,Tbc1d5
Shisa3,14.46126781,-0.174742738,0.081915538,-2.07698243,0.037803181,NA,blue,Shisa3
Gjc3,1068.967175,-0.17504798,0.075415003,-2.322324191,0.020215486,0.707547848,blue,Gjc3
Tbc1d9b,7246.940225,-0.175050791,0.079154168,-2.213953517,0.026831977,0.717843203,blue,Tbc1d9b
Dspp,5.204310622,-0.175124687,0.076010331,-2.294052158,0.021787503,NA,blue,Dspp
Sorcs2,805.1287256,-0.175592949,0.075101278,-2.339104563,0.019330023,0.707547848,blue,Sorcs2
Ccdc50,963.7365233,-0.175607091,0.055678328,-3.15374576,0.001611894,0.434542952,blue,Ccdc50
Fgfr3,3114.807957,-0.17583238,0.072272671,-2.431208876,0.015048536,0.707547848,blue,Fgfr3
Hepacam,2541.855851,-0.175865385,0.059661622,-2.947890498,0.003199504,0.515865693,blue,Hepacam
Shank3,12798.38363,-0.175901992,0.089503432,-1.972270312,0.048578757,0.744195683,blue,Shank3
Panx2,4287.189521,-0.176242106,0.081262781,-2.169699793,0.030029596,0.73082813,blue,Panx2
Rims1,4391.524988,-0.176443319,0.080361449,-2.198169443,0.027937033,0.717843203,blue,Rims1
Gm49167,7.128927022,-0.176624657,0.08501084,-2.124361795,0.033639902,NA,blue,Gm49167
Klb,6.903861641,-0.176782757,0.089022915,-1.978576349,0.047863725,NA,blue,Klb
Cep250,482.8990068,-0.177008254,0.080748606,-2.192353104,0.02835402,0.717843203,blue,Cep250
Tril,1168.540389,-0.177012094,0.075293582,-2.354117577,0.018566737,0.707547848,blue,Tril
Nfia,791.3500609,-0.177125778,0.07797974,-2.271804153,0.023098342,0.707547848,blue,Nfia
Adamtsl4,147.1671417,-0.177634107,0.087743518,-2.024708162,0.04289734,0.73082813,blue,Adamtsl4
Cbs,754.7679393,-0.1777956,0.061896505,-2.871695027,0.004082768,0.550567547,blue,Cbs
4930597O21Rik,4.969446273,-0.177921512,0.076865601,-2.175294896,0.029608025,NA,blue,4930597O21Rik
Zmiz1,1796.816107,-0.178125188,0.07837588,-2.274126926,0.022958356,0.707547848,blue,Zmiz1
Zfp280c,251.0257481,-0.178126126,0.083001603,-2.145992326,0.031873591,0.73082813,blue,Zfp280c
Cyp4b1,5.368658779,-0.17834153,0.081713111,-2.208123925,0.027235636,NA,blue,Cyp4b1
Iqce,382.6332687,-0.178469683,0.075530448,-2.362789341,0.018137976,0.707547848,blue,Iqce
Ppp4r1l-ps,380.2010665,-0.178772207,0.08738137,-2.046233172,0.040733435,0.73082813,blue,Ppp4r1l-ps
Srcin1,6620.143933,-0.179762487,0.074823699,-2.404247783,0.016205785,0.707547848,blue,Srcin1
Gm37459,362.3170732,-0.180088963,0.080630379,-2.233688666,0.025503565,0.71436293,blue,Gm37459
Kcnj10,5367.113191,-0.180630371,0.083573414,-2.167475922,0.030198584,0.73082813,blue,Kcnj10
Arhgef10,891.3064708,-0.181242788,0.065914972,-2.749653673,0.005965828,0.578292843,blue,Arhgef10
Nav1,1015.985927,-0.181445236,0.091511353,-1.984367285,0.04721491,0.744195683,blue,Nav1
Snai1,12.96353839,-0.181572978,0.086624701,-2.123031117,0.033751244,NA,blue,Snai1
Mnt,705.6252281,-0.181632284,0.062979178,-2.884218888,0.003923859,0.545456169,blue,Mnt
Dennd4b,1105.735241,-0.181651535,0.075125559,-2.418314884,0.015592577,0.707547848,blue,Dennd4b
Optc,10.07361525,-0.181658835,0.094074855,-1.97997221,0.047706651,NA,blue,Optc
Crtc1,7109.839495,-0.181861867,0.083393581,-2.182643891,0.029062045,0.725662648,blue,Crtc1
Gm21811,143.2987123,-0.181939053,0.086401611,-2.102897468,0.035474733,0.73082813,blue,Gm21811
Slc1a2,77121.39026,-0.182271994,0.091777943,-1.995473921,0.045991216,0.744195683,blue,Slc1a2
Zfp783,177.8853314,-0.182351564,0.092852034,-1.96593118,0.049306561,0.744195683,blue,Zfp783
Hmbox1,1139.933736,-0.182652337,0.077025547,-2.372652775,0.017660858,0.707547848,blue,Hmbox1
Cdh19,282.6639293,-0.182715461,0.085980079,-2.122511866,0.033794777,0.73082813,blue,Cdh19
Igdcc4,1565.884768,-0.182870207,0.077014373,-2.376387108,0.01748311,0.707547848,blue,Igdcc4
Gnao1,10726.3536,-0.18309171,0.058618606,-3.124250249,0.001782588,0.438569999,blue,Gnao1
Diablo,88.8720272,-0.183395424,0.086695822,-2.115819306,0.034360179,0.73082813,blue,Diablo
Dnmt3l,5.398927641,-0.183666909,0.080393839,-2.245623286,0.024728148,NA,blue,Dnmt3l
Lims2,172.8696337,-0.18367628,0.081292371,-2.262105193,0.023690905,0.707547848,blue,Lims2
Zkscan2,289.862886,-0.183805561,0.087579036,-2.101802693,0.035570563,0.73082813,blue,Zkscan2
Iqsec3,7928.577086,-0.184670323,0.08630965,-2.145746338,0.031893222,0.73082813,blue,Iqsec3
Slc15a2,730.360548,-0.184977773,0.067961625,-2.72171586,0.006494396,0.590364336,blue,Slc15a2
Nav2,771.2791017,-0.185068967,0.077009576,-2.403846182,0.016223598,0.707547848,blue,Nav2
Agap1,2769.320824,-0.185133194,0.074258082,-2.494536209,0.012612186,0.677971415,blue,Agap1
Hdhd5,381.7816641,-0.185142629,0.067289683,-2.752093123,0.005921568,0.577803857,blue,Hdhd5
Adamts4,398.2750292,-0.185304365,0.078172623,-2.37012274,0.017782181,0.707547848,blue,Adamts4
4930570G19Rik,114.9865777,-0.185327183,0.083179516,-2.226463534,0.025983149,0.71436293,blue,4930570G19Rik
Cspg4,219.3381447,-0.185363933,0.08384336,-2.210625105,0.027061809,0.717843203,blue,Cspg4
Leng8,2694.998452,-0.18551278,0.087481775,-2.121157873,0.033908519,0.73082813,blue,Leng8
Dzip1,1532.074761,-0.185562285,0.074992506,-2.474962285,0.013325025,0.684974198,blue,Dzip1
Gm25911,4.02401398,-0.185784461,0.074908589,-2.370499448,0.01776407,NA,blue,Gm25911
Gm17954,2.450087653,-0.186008686,0.065762342,-2.731226567,0.006309908,NA,blue,Gm17954
Gm38248,4.360035858,-0.186284916,0.072989344,-2.700981478,0.006913519,NA,blue,Gm38248
Sec24a,228.3021003,-0.186798439,0.07497323,-2.492843423,0.012672472,0.677971415,blue,Sec24a
9630028B13Rik,7.092959854,-0.187244011,0.085130882,-2.305347018,0.021147146,NA,blue,9630028B13Rik
Hyi,114.6357455,-0.187293406,0.083986188,-2.231154522,0.025670895,0.71436293,blue,Hyi
Gm3005,4.562387836,-0.187314396,0.079701154,-2.213959466,0.026831567,NA,blue,Gm3005
Rnf165,1511.418429,-0.187369877,0.08560704,-2.189099039,0.028589642,0.717843203,blue,Rnf165
Cpb1,2.824859564,-0.187451265,0.061915026,-2.856848213,0.004278704,NA,blue,Cpb1
Kif26a,192.0871292,-0.187616807,0.093031492,-2.020509406,0.043330575,0.733076793,blue,Kif26a
Cfap100,134.1845264,-0.1876347,0.094582768,-1.984512471,0.047198739,0.744195683,blue,Cfap100
Sema4g,334.0975358,-0.18763565,0.079530131,-2.359415205,0.018303763,0.707547848,blue,Sema4g
