X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,Unique_M_GDQvsSaline
Igsf5,5.69362558,0.170979728,0.079657417,2.144152399,0.032020678,NA,red,Igsf5
2610307P16Rik,3.985323513,0.170594098,0.072877261,2.012553518,0.044161621,NA,red,2610307P16Rik
Pigp,580.2470836,0.170543812,0.076832655,2.217146276,0.026613097,0.228321739,red,Pigp
Phka1,771.1702579,0.170282934,0.077762027,2.190100558,0.028516945,0.236378516,red,Phka1
Osbpl9,740.2736611,0.170257466,0.055747107,3.054081764,0.002257505,0.084522018,red,Osbpl9
H2afv,913.5568599,0.17009907,0.070341835,2.41903331,0.015561815,0.184336367,red,H2afv
Plekhf2,178.7621557,0.169888381,0.079744722,2.127120569,0.033410067,0.256311448,red,Plekhf2
Snx33,214.5923248,0.169865833,0.082338341,2.064595985,0.038961243,0.2715493,red,Snx33
Cgrrf1,348.611145,0.169675233,0.072285698,2.349638405,0.018791656,0.19853379,red,Cgrrf1
Cpxm1,121.5583485,0.169613432,0.080818555,2.085094392,0.037060733,0.266155153,red,Cpxm1
Timm21,196.946087,0.169574655,0.076716138,2.210036064,0.027102659,0.230151585,red,Timm21
Lilr4b,3.381740604,0.169435347,0.065898557,2.021408681,0.043237477,NA,red,Lilr4b
Ak3,1738.619458,0.169293528,0.065427061,2.58812813,0.009649908,0.150399546,red,Ak3
Fnbp1l,586.4070782,0.16924922,0.083791822,2.020320011,0.043350204,0.283325209,red,Fnbp1l
Rab3il1,183.477052,0.16918347,0.07947229,2.125265124,0.033564497,0.256735739,red,Rab3il1
Smo,751.6703937,0.169043268,0.078614805,2.149110949,0.031625606,0.249014283,red,Smo
Atp11a,1001.45854,0.168448823,0.080840573,2.084735155,0.037093348,0.266155153,red,Atp11a
Tssk1,3.490711308,0.168433281,0.066285985,2.361768425,0.018188,NA,red,Tssk1
Hadhb,1308.423717,0.168418785,0.064599998,2.607939728,0.009108899,0.14653263,red,Hadhb
Mapk4,1070.232659,0.168365775,0.070101156,2.402945638,0.016263605,0.186523052,red,Mapk4
Gm37477,4.590033385,0.167653666,0.069676298,2.24787747,0.024584004,NA,red,Gm37477
Usb1,113.7975969,0.167636728,0.084032084,1.992525499,0.04631343,0.290413271,red,Usb1
Clcn5,118.6951369,0.167207171,0.080243721,2.072605872,0.038208974,0.269097882,red,Clcn5
Tmbim1,718.9698543,0.167188067,0.060487968,2.762073023,0.005743563,0.121284544,red,Tmbim1
Cilp,4.372496033,0.16699781,0.068080793,2.027692525,0.042591639,NA,red,Cilp
Gm47173,12.68471971,0.166744443,0.076747245,1.992159739,0.046353534,0.290555392,red,Gm47173
Etfrf1,540.3110453,0.166709009,0.076727648,2.168495213,0.030121028,0.241355576,red,Etfrf1
Clec10a,11.54281448,0.166700714,0.092642219,2.052229403,0.040147373,0.274684959,red,Clec10a
Gm8990,5.300224169,0.166614751,0.077676323,2.166635125,0.030262687,NA,red,Gm8990
Tlcd1,376.936238,0.166532283,0.070304441,2.364844108,0.018037662,0.193864807,red,Tlcd1
Cd79a,5.345275758,0.166508332,0.065221868,2.566141707,0.010283681,NA,red,Cd79a
Plcb3,656.8530275,0.166370022,0.076784906,2.164296164,0.030441627,0.242441657,red,Plcb3
Samd3,11.46474645,0.166323375,0.074352636,2.564842042,0.010322278,0.155216138,red,Samd3
Smim8,291.0079319,0.166164126,0.066822477,2.478806028,0.013182297,0.172930761,red,Smim8
Fam187b,8.176865026,0.166140795,0.080244051,2.009231995,0.044512536,NA,red,Fam187b
Cd151,490.6829653,0.165831119,0.073016932,2.271395654,0.023123037,0.215362725,red,Cd151
Nde1,739.6748062,0.165773528,0.078332675,2.118434624,0.034138276,0.258183304,red,Nde1
Gm32468,16.38576671,0.165668459,0.067485059,3.226532301,0.001253001,0.062880264,red,Gm32468
Gm13596,2.340988069,0.164805597,0.058427773,2.442183849,0.01459871,NA,red,Gm13596
Lamp2,1986.071273,0.164795663,0.079605099,2.070267734,0.038427279,0.269459975,red,Lamp2
Bckdha,235.3375414,0.16478369,0.070488874,2.342577228,0.01915107,0.200047636,red,Bckdha
Gm4813,4.816029567,0.164717913,0.075220485,2.315823969,0.020567882,NA,red,Gm4813
Mrpl32,321.888548,0.164578542,0.064146909,2.564913882,0.010320142,0.155216138,red,Mrpl32
Ly6a,347.2019294,0.164533454,0.08062618,2.037236845,0.041626313,0.278802329,red,Ly6a
Cry1,272.7848181,0.164428511,0.07166771,2.310108691,0.020882137,0.206488524,red,Cry1
Necap2,647.144411,0.16441102,0.061036474,2.693533556,0.007069903,0.132785278,red,Necap2
Rpl9,9472.0593,0.164137554,0.078079253,2.10051248,0.035683784,0.262867081,red,Rpl9
Zfp446,157.6245282,0.164000641,0.083017283,1.967896971,0.049079893,0.299240493,red,Zfp446
Znrf3,237.0908565,0.163926929,0.071593044,2.290909766,0.021968633,0.209980316,red,Znrf3
Pdgfa,589.628557,0.163826389,0.065907653,2.485864841,0.012923704,0.172277638,red,Pdgfa
Scpep1,209.2952359,0.163781464,0.082328512,1.985893674,0.047045131,0.292429143,red,Scpep1
Kremen1,418.6654515,0.163601308,0.070665665,2.314449937,0.020643054,0.205738477,red,Kremen1
Vnn1,3.868716396,0.163383269,0.057310394,2.925125943,0.003443168,NA,red,Vnn1
Cntfr,1385.779954,0.163333913,0.081057883,2.016129382,0.043786448,0.284329261,red,Cntfr
Ctdspl,422.3165496,0.163273185,0.072267925,2.260988404,0.023759975,0.218193765,red,Ctdspl
Slc25a1,610.2898965,0.163270628,0.061631294,2.648662494,0.008081099,0.139090073,red,Slc25a1
Prdx4,259.8096008,0.163211397,0.081687351,1.992834799,0.04627954,0.290399949,red,Prdx4
Pgghg,165.5724268,0.163192776,0.081768356,1.994355154,0.046113256,0.289774998,red,Pgghg
Fdx1,250.3688587,0.163120829,0.075537342,2.154553987,0.031196753,0.246569783,red,Fdx1
Zc3hav1,232.0434996,0.162936222,0.069425013,2.33928348,0.019320767,0.201189563,red,Zc3hav1
Wbp1,752.1396677,0.162904834,0.075980986,2.146408146,0.03184043,0.250232738,red,Wbp1
Jaml,4.287967858,0.162859103,0.068271517,2.197454137,0.027988028,NA,red,Jaml
Prkd1,320.5318849,0.162848131,0.072147134,2.254721445,0.024150819,0.218902857,red,Prkd1
Mrps36-ps2,4.010488788,0.162772714,0.069885608,2.320226787,0.020328612,NA,red,Mrps36-ps2
Gm45351,6.536556447,0.162671626,0.063635322,2.730932465,0.006315541,NA,red,Gm45351
Acsf2,569.5816254,0.162612432,0.079367209,2.045616232,0.040794143,0.275952586,red,Acsf2
Ms4a4c,4.724526887,0.162299092,0.064093619,2.390697321,0.01681641,NA,red,Ms4a4c
Azin2,436.5877789,0.16208849,0.070057704,2.315507508,0.020585174,0.205698093,red,Azin2
Gimap3,5.605337887,0.161884157,0.068368172,2.470872606,0.013478382,NA,red,Gimap3
Gas6,1810.483347,0.161802643,0.079204142,2.045947781,0.040761509,0.275952586,red,Gas6
Gm6451,4.219567182,0.161674953,0.074528233,2.010297231,0.04439974,NA,red,Gm6451
Gpr37l1,5275.031024,0.161500624,0.067732168,2.384034406,0.017124001,0.189037263,red,Gpr37l1
Bri3,618.6348063,0.161297297,0.061985115,2.601948784,0.009269569,0.14700143,red,Bri3
Gm42477,6.164012494,0.161122367,0.082345778,2.135371654,0.032730664,NA,red,Gm42477
Timp4,1273.840414,0.160817217,0.079174081,2.031144038,0.042240385,0.280195964,red,Timp4
Gm16150,11.3160602,0.16057608,0.080048362,2.076657379,0.037833193,0.267773504,red,Gm16150
Vangl2,239.2576918,0.160435121,0.075308839,2.128744458,0.033275408,0.255602388,red,Vangl2
S1pr1,3627.158604,0.160393938,0.075544773,2.120796372,0.033938942,0.257802406,red,S1pr1
Aoah,4.753174255,0.160358338,0.07124095,2.239172185,0.025144715,NA,red,Aoah
Smad9,232.8630648,0.160294914,0.079346782,2.019349722,0.043450883,0.283451514,red,Smad9
Id2,1545.844733,0.159815167,0.063644179,2.507920618,0.012144395,0.166122955,red,Id2
Atp5mpl,2396.327293,0.159466316,0.076513103,2.083051966,0.037246487,0.266202525,red,Atp5mpl
Dbi,4061.013271,0.159295874,0.076560187,2.079987441,0.037526685,0.266623495,red,Dbi
Nfxl1,137.997823,0.159108426,0.079896507,1.989524145,0.046643379,0.291276366,red,Nfxl1
Ptbp1,424.5478506,0.15900578,0.077132382,2.064506562,0.038969712,0.2715493,red,Ptbp1
Ggact,429.8023875,0.15886781,0.072876338,2.174091668,0.029698252,0.239729927,red,Ggact
Suz12,627.9111922,0.15883234,0.058163607,2.731386974,0.006306837,0.125993058,red,Suz12
Krt23,13.52563579,0.158811117,0.077670581,1.981251301,0.047563099,0.293390888,red,Krt23
Rpl10,5693.061613,0.158612385,0.061308846,2.586637144,0.009691759,0.150629107,red,Rpl10
Gm2a,1400.492885,0.158496352,0.055998379,2.830231482,0.004651434,0.111807841,red,Gm2a
Aph1a,632.779724,0.158432567,0.054868484,2.888005824,0.003876927,0.106064827,red,Aph1a
Gm26839,5.425422437,0.158393013,0.0781451,2.111064354,0.034766781,NA,red,Gm26839
Zfp946,217.9760657,0.158274984,0.07717144,2.046497999,0.040707399,0.275925947,red,Zfp946
Mx1,8.600545443,0.15825169,0.077672355,2.079989828,0.037526466,NA,red,Mx1
Ripk1,109.1980841,0.157949841,0.080481338,1.966227095,0.049272384,0.299827315,red,Ripk1
2-Mar,825.6593516,0.15781967,0.066937244,2.358892575,0.018329561,0.195941395,red,2-Mar
Sparcl1,39898.73587,0.157772765,0.069477364,2.270173437,0.023197062,0.215643128,red,Sparcl1
Pfn4,188.2509883,0.157761387,0.074731501,2.102312389,0.03552592,0.262715204,red,Pfn4
Npepl1,373.9186961,0.157748635,0.069808307,2.256236538,0.024055821,0.2185019,red,Npepl1
Polr2m,3930.561025,0.157550467,0.058257546,2.704052325,0.00684995,0.131029873,red,Polr2m
Fbxo8,432.2469913,0.157517015,0.064745801,2.430634216,0.015072422,0.182236307,red,Fbxo8
Slc2a12,280.0200981,0.157505508,0.07848851,2.178673299,0.029355947,0.23846876,red,Slc2a12
6330410L21Rik,3.118120832,0.157444771,0.068300438,2.374561969,0.017569787,NA,red,6330410L21Rik
Cpne5,286.6591852,0.157200635,0.07908691,1.98871061,0.046733154,0.291509204,red,Cpne5
Acadm,892.8750586,0.157159069,0.067626737,2.323535667,0.020150394,0.203964589,red,Acadm
Nsrp1,183.3844373,0.157123195,0.074500315,2.108215469,0.035012356,0.260514796,red,Nsrp1
Chchd3,842.2369217,0.156863942,0.050959672,3.079161659,0.00207584,0.080425927,red,Chchd3
Rps25,6106.108848,0.156759572,0.074024398,2.116949943,0.034264096,0.258568932,red,Rps25
Ly6c1,603.693298,0.156757148,0.07992502,1.965558202,0.049349666,0.299861334,red,Ly6c1
Sdc2,670.7312649,0.156670736,0.067383022,2.324995755,0.020072187,0.203296481,red,Sdc2
Ift27,298.7618457,0.156628396,0.073702905,2.124563549,0.033623048,0.256735739,red,Ift27
Hira,311.2119432,0.156483042,0.066272596,2.362182619,0.01816769,0.194907848,red,Hira
Ndufb4,1718.444025,0.156471737,0.070898869,2.205474451,0.027420819,0.231790086,red,Ndufb4
Slco1a4,785.451716,0.156276679,0.075034754,2.082972208,0.037253757,0.266202525,red,Slco1a4
D930028M14Rik,3.686663703,0.156208195,0.072326816,2.08541013,0.037032088,NA,red,D930028M14Rik
Tspan7,21337.86783,0.156028578,0.051311499,3.040455238,0.002362208,0.08611907,red,Tspan7
Lss,607.692745,0.156007756,0.058158066,2.677973909,0.007406899,0.13531397,red,Lss
Gm27184,4.631520999,0.155880328,0.073989852,2.064776739,0.03894413,NA,red,Gm27184
Polr2k,383.2516361,0.155822859,0.078992018,1.967842648,0.049086145,0.299240493,red,Polr2k
As3mt,281.0841749,0.155390001,0.073269215,2.121321923,0.033894721,0.257745295,red,As3mt
Cdk5rap3,492.3087278,0.155183108,0.062877887,2.468757645,0.013558301,0.176205033,red,Cdk5rap3
Ldhb,7286.116035,0.155040706,0.059321146,2.614070922,0.008947046,0.145147748,red,Ldhb
Mindy2,1483.299218,0.154878693,0.063783083,2.427554925,0.015200985,0.182993938,red,Mindy2
Pcca,676.3143049,0.154829207,0.061499527,2.517459409,0.011820459,0.163165423,red,Pcca
Rpl31,6977.923769,0.154614962,0.070308476,2.198562995,0.027909011,0.234134958,red,Rpl31
Lin52,576.6141857,0.154348523,0.074002759,2.085177438,0.037053197,0.266155153,red,Lin52
P2rx1,6.306954828,0.154267536,0.084378596,2.015494011,0.043852913,NA,red,P2rx1
Tbcel,1323.550865,0.154265427,0.078602676,1.960669237,0.04991762,0.300656213,red,Tbcel
B230217C12Rik,1213.635471,0.154000172,0.052218323,2.947847586,0.003199948,0.099488992,red,B230217C12Rik
Tnfrsf1a,260.147024,0.153863546,0.074667083,2.061077004,0.039295694,0.272279174,red,Tnfrsf1a
Rps23,7187.102331,0.153808121,0.072695837,2.115203152,0.034412636,0.258965192,red,Rps23
Acp5,10.28465491,0.153695422,0.087565818,1.963610988,0.049575222,0.300452287,red,Acp5
Uqcrb,1361.514598,0.153518579,0.066435849,2.310423962,0.020864694,0.206488524,red,Uqcrb
Trim26,329.6214361,0.153484191,0.064651068,2.373461926,0.01762221,0.191272728,red,Trim26
Pdp2,177.2443583,0.153037212,0.075265613,2.030311253,0.042324911,0.280276369,red,Pdp2
Ms4a4a,3.879536653,0.152905421,0.067423977,2.418141077,0.015600027,NA,red,Ms4a4a
Parva,1439.058098,0.152861801,0.07029918,2.174097188,0.029697837,0.239729927,red,Parva
Gm42697,4.27626083,0.152807106,0.06369824,2.146556133,0.031828635,NA,red,Gm42697
Nr1d1,1175.446192,0.152780772,0.073282755,2.081607473,0.037378338,0.266202525,red,Nr1d1
Tmtc1,1233.421836,0.152763445,0.062128251,2.458809905,0.013939841,0.176961615,red,Tmtc1
Idh2,1210.572986,0.152708754,0.072848186,2.099274078,0.035792747,0.263053798,red,Idh2
Isoc2a,588.839093,0.152647597,0.066986836,2.279071261,0.02266283,0.213253886,red,Isoc2a
Lsmem1,2.30875195,0.152598327,0.059442619,2.754406338,0.005879872,NA,red,Lsmem1
Cuedc1,671.9038302,0.152163663,0.075197947,2.024651223,0.042903191,0.282561732,red,Cuedc1
Gamt,216.409261,0.152000403,0.076509533,1.990887976,0.046493204,0.291089019,red,Gamt
BC021767,4.547736212,0.151963836,0.065252704,2.399900643,0.016399522,NA,red,BC021767
Tom1l1,425.6945652,0.151798478,0.073582933,2.062633843,0.03914743,0.271959457,red,Tom1l1
Sord,354.2613449,0.151680638,0.065932964,2.299397517,0.021482377,0.208104095,red,Sord
Ndc1,293.1951617,0.151582905,0.076605072,1.98164007,0.047519539,0.293390888,red,Ndc1
Gfap,19104.38822,0.151335693,0.075657769,1.999501299,0.045554141,0.28858462,red,Gfap
Pts,754.9522232,0.151181077,0.074497099,2.026917817,0.042670818,0.281782997,red,Pts
Gm44560,3.208001604,0.150384571,0.064917287,2.322560229,0.020202789,NA,red,Gm44560
Usf2,1093.584536,0.150224373,0.061116646,2.457357296,0.013996341,0.176961615,red,Usf2
Rpl36a,2008.845102,0.150217504,0.067074998,2.238737455,0.025173004,0.223335471,red,Rpl36a
Esm1,7.421170207,0.150015589,0.079621212,2.076477416,0.037849818,NA,red,Esm1
Rgs1,3.166162906,0.149938551,0.067498665,2.316755239,0.020517069,NA,red,Rgs1
Uncx,8.46894985,0.149930035,0.067948338,2.678674642,0.007391418,NA,red,Uncx
Pigx,323.4021747,0.14981674,0.062576984,2.395776749,0.016585189,0.18764748,red,Pigx
Dbx2,499.6498943,0.149744733,0.066194788,2.263817826,0.023585322,0.217434997,red,Dbx2
Gsta4,849.2969595,0.149710623,0.070101761,2.136681998,0.032623865,0.253165448,red,Gsta4
F630042J09Rik,5.190365252,0.149490477,0.075206283,2.053972191,0.039978383,NA,red,F630042J09Rik
Prdx1,3193.637541,0.149300268,0.06067354,2.460236244,0.013884559,0.176961615,red,Prdx1
Rpl34,3595.860269,0.149099444,0.076003458,1.961078358,0.049869883,0.300608582,red,Rpl34
Nsa2,797.4224146,0.148793249,0.052865808,2.813649514,0.00489826,0.114203014,red,Nsa2
Ntsr2,3121.652834,0.148787514,0.072075854,2.063957077,0.039021786,0.271684907,red,Ntsr2
Zfp383,173.8842678,0.148672643,0.075841263,1.961441221,0.049827575,0.300608582,red,Zfp383
Pfdn5,4044.265624,0.148654301,0.074695814,1.989574808,0.046637793,0.291276366,red,Pfdn5
Ndufa11,1612.628576,0.148426464,0.073925203,2.008396226,0.044601204,0.286246606,red,Ndufa11
Tyw5,201.4627968,0.148179163,0.073556972,2.010942321,0.04433155,0.285427755,red,Tyw5
Aldh2,2540.260924,0.147926373,0.072862082,2.031377959,0.042216669,0.280195964,red,Aldh2
1110059E24Rik,520.7545507,0.147455826,0.065004633,2.265933475,0.023455457,0.216789327,red,1110059E24Rik
Gm26513,3.595984986,0.147234416,0.070157515,2.004948161,0.044968589,NA,red,Gm26513
Barhl1,10.14189423,0.147152906,0.052430606,2.720151025,0.006525211,0.128655587,red,Barhl1
Tm2d1,648.1502191,0.147082963,0.0672155,2.185274199,0.028868748,0.237100189,red,Tm2d1
Hmgn2,789.0059831,0.146868054,0.069399791,2.115593236,0.034379418,0.258884556,red,Hmgn2
Sulf1,466.8287441,0.146694835,0.077561195,2.04682067,0.040675695,0.275922972,red,Sulf1
Fastkd3,177.249687,0.146542985,0.072955636,2.008230273,0.044618827,0.286246606,red,Fastkd3
Tyrobp,357.4279178,0.14642056,0.069124608,2.116917351,0.034266863,0.258568932,red,Tyrobp
Wnt6,24.22511658,0.146024359,0.070517673,2.196793225,0.028035217,0.234650447,red,Wnt6
Tmem134,623.9902681,0.14597322,0.069416064,2.102917398,0.035472991,0.262590506,red,Tmem134
Gm12905,6.017427879,0.145457218,0.081660165,2.026517717,0.042711759,NA,red,Gm12905
Otx2os1,21.64770607,0.145347139,0.071595644,2.226168496,0.026002897,0.225290833,red,Otx2os1
Gm14267,2.60878614,0.145303425,0.058085992,2.431741552,0.015026425,NA,red,Gm14267
Tmbim6,6946.186166,0.145200921,0.051158499,2.838312675,0.004535273,0.111613273,red,Tmbim6
Appl2,2051.805596,0.145025336,0.069209707,2.093350408,0.036317886,0.26492467,red,Appl2
Tor1aip1,657.3004154,0.14485531,0.064941209,2.228808349,0.025826659,0.224908233,red,Tor1aip1
Me1,1327.163105,0.144746701,0.053334978,2.712574704,0.006676273,0.129642641,red,Me1
Exosc5,278.7843555,0.144617367,0.069409533,2.086072701,0.036972038,0.266155153,red,Exosc5
Lrsam1,372.5999556,0.144551552,0.06094655,2.374449461,0.017575142,0.191272728,red,Lrsam1
Abhd11,278.7405099,0.14430566,0.069199612,2.088334694,0.036767654,0.266089862,red,Abhd11
Zfp362,313.3866243,0.144271886,0.071885828,2.005053886,0.044957287,0.286622935,red,Zfp362
Gm10343,2.868393471,0.14420803,0.060228211,2.220358946,0.026394412,NA,red,Gm10343
Zdhhc18,512.6964463,0.143969857,0.05425972,2.65258855,0.007987717,0.138484244,red,Zdhhc18
Tcta,652.7114727,0.143963788,0.062789476,2.290906351,0.021968831,0.209980316,red,Tcta
Abhd3,1506.695968,0.143896922,0.067348274,2.135567551,0.032714679,0.253515936,red,Abhd3
2310007B03Rik,4.03865708,0.143831326,0.059581283,2.645428628,0.00815875,NA,red,2310007B03Rik
Prdx6,5728.771362,0.143705624,0.053806046,2.670912955,0.007564526,0.135639067,red,Prdx6
Rnf31,401.3559038,0.143598341,0.061142606,2.349701621,0.018788466,0.19853379,red,Rnf31
Spaca1,2.990258912,0.14328154,0.066099737,2.14552721,0.031910718,NA,red,Spaca1
Kxd1,428.8887542,0.142766508,0.058501664,2.43921055,0.014719389,0.180609243,red,Kxd1
Fap,56.60155787,0.142503057,0.075051916,1.981583716,0.047525851,0.293390888,red,Fap
Fkbp9,1044.009289,0.142063104,0.070204468,2.023140816,0.043058631,0.282790287,red,Fkbp9
Rpl23,3047.777715,0.142051031,0.057466728,2.471617173,0.013450347,0.175349158,red,Rpl23
Rab21,1716.843995,0.142012207,0.04854995,2.924357548,0.00345168,0.102693651,red,Rab21
Gm37374,1.47917273,0.141608598,0.049609626,2.333294037,0.019632718,NA,red,Gm37374
Dpep1,4.064202913,0.141607835,0.063932154,2.204198248,0.027510405,NA,red,Dpep1
Tm7sf2,291.6792837,0.141504619,0.063782381,2.214947066,0.026763698,0.228906557,red,Tm7sf2
Hcfc1r1,789.5813044,0.141432308,0.061785676,2.289106567,0.022073161,0.210509984,red,Hcfc1r1
Wasf2,465.6713909,0.141374641,0.070089251,2.018891564,0.043498491,0.283530864,red,Wasf2
Tecrl,4.43399377,0.14114367,0.074175812,2.478718609,0.013185528,NA,red,Tecrl
Gm15327,3.269728948,0.141143152,0.067060172,2.072227406,0.038244239,NA,red,Gm15327
G6pdx,431.4329988,0.141129185,0.056699426,2.486692375,0.012893684,0.172270782,red,G6pdx
Bach1,238.3228502,0.140812265,0.071357908,1.973727679,0.048412716,0.296545685,red,Bach1
Atp6v1g1,1867.324996,0.140778446,0.06284832,2.239630911,0.025114894,0.223335471,red,Atp6v1g1
Trp53i11,1051.842203,0.140757734,0.068451232,2.055585767,0.039822461,0.273713705,red,Trp53i11
Nenf,1189.035216,0.140727241,0.065558949,2.147377885,0.03176321,0.249743671,red,Nenf
Phkb,796.4574003,0.140656749,0.061164865,2.299155031,0.021496138,0.208104095,red,Phkb
Rpl15,4360.120946,0.139666735,0.057552504,2.426340114,0.015251969,0.183245537,red,Rpl15
Gosr2,1553.412608,0.139584102,0.04874274,2.862803742,0.004199106,0.10937639,red,Gosr2
Gabarap,2439.64824,0.139512441,0.051579845,2.704875271,0.006833004,0.131029873,red,Gabarap
Gpr65,2.688545724,0.139451446,0.063567699,2.214324259,0.026806481,NA,red,Gpr65
Gbp10,4.596522528,0.139281789,0.062358378,2.391827222,0.016764732,NA,red,Gbp10
Entpd5,710.136716,0.139255967,0.062476556,2.226918962,0.02595269,0.225089939,red,Entpd5
Crtc2,348.8438884,0.139138834,0.070521705,1.970955291,0.04872899,0.297935303,red,Crtc2
Mknk2,838.2370244,0.138860605,0.063830365,2.177830918,0.029418627,0.238712518,red,Mknk2
Prr3,274.7403852,0.138831057,0.064055561,2.168341684,0.030132699,0.241355576,red,Prr3
Tc2n,55.47571395,0.138204177,0.073277907,2.047993588,0.040560628,0.275500593,red,Tc2n
Cfl2,1224.1605,0.13813715,0.059314025,2.328464679,0.019887443,0.2029055,red,Cfl2
Uts2r,1.775859999,0.138116078,0.05236723,2.310613212,0.020854229,NA,red,Uts2r
Lsm6,767.6455473,0.137778547,0.063296527,2.176370516,0.029527567,0.238814945,red,Lsm6
