X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,Unique_M_GDQvsSaline
Sult1a1,210.0862632,0.204928146,0.104234544,2.050751751,0.040291128,0.275080199,red,Sult1a1
1110025M09Rik,13.63710178,0.204613587,0.099050047,1.96282415,0.049666611,0.300457089,red,1110025M09Rik
Lgals1,457.0522908,0.204532576,0.09366825,2.182034529,0.029106984,0.238143496,red,Lgals1
Trpm3,2075.148311,0.20452757,0.099865448,2.043927209,0.040960739,0.276854713,red,Trpm3
Gbp4,43.10635027,0.204420626,0.101317952,1.982843078,0.047384961,0.293051532,red,Gbp4
Slc5a6,333.2026971,0.204099421,0.091740836,2.231565719,0.025643679,0.22467503,red,Slc5a6
Tmem252,48.76736521,0.203980674,0.103344319,1.985320667,0.047108806,0.292429143,red,Tmem252
Gm16170,5.599606049,0.203962533,0.077065273,2.598559999,0.009361568,NA,red,Gm16170
Pard3b,114.1283391,0.203902098,0.098020488,2.073064458,0.038166281,0.269097882,red,Pard3b
5930420M18Rik,15.82011329,0.203858476,0.100848057,2.116151929,0.034331888,0.258884556,red,5930420M18Rik
Rpl17-ps3,2283.607868,0.203818669,0.080283265,2.536616119,0.011192962,0.160763735,red,Rpl17-ps3
Bcam,313.0100859,0.203798601,0.089650123,2.277707326,0.022744021,0.213416858,red,Bcam
2900076A07Rik,90.52628667,0.20369678,0.090209662,2.254929439,0.024137758,0.218902857,red,2900076A07Rik
Gtf2a2,559.962499,0.20368633,0.061900365,3.286300544,0.001015126,0.057414887,red,Gtf2a2
Slc37a2,128.1104061,0.20368617,0.09619067,2.170089026,0.030000102,0.240766717,red,Slc37a2
Gm8430,329.8048298,0.203373038,0.080151902,2.537469757,0.011165702,0.16056108,red,Gm8430
Cast,133.8728265,0.203362593,0.098834923,2.042401665,0.041111705,0.277537322,red,Cast
Lmntd1,18.60426799,0.203299268,0.101577029,1.99808699,0.04570723,0.288689907,red,Lmntd1
Triobp,217.1881286,0.203243371,0.090992874,2.235496935,0.025384743,0.224012287,red,Triobp
Lpar6,58.7250677,0.203083604,0.098753375,2.036813068,0.041668778,0.278924674,red,Lpar6
Atg4a,117.5530771,0.203020504,0.096753909,2.095443611,0.036131576,0.264261716,red,Atg4a
Gstm2-ps1,81.73192399,0.203013445,0.092043844,2.201449097,0.027704247,0.233357154,red,Gstm2-ps1
Selenov,8.285847245,0.202945374,0.084751114,2.331246385,0.019740372,NA,red,Selenov
Gpr139,9.658976449,0.202788717,0.087792288,2.377475865,0.017431584,0.190694429,red,Gpr139
Clec4a1,4.852610354,0.202434244,0.079165935,2.370170975,0.017779861,NA,red,Clec4a1
Stxbp3,513.1768014,0.202432661,0.076834479,2.631125291,0.008510266,0.141887203,red,Stxbp3
Kif1c,4776.303133,0.202382273,0.082227424,2.458213594,0.01396301,0.176961615,red,Kif1c
Gm26813,2.406110062,0.202295997,0.057115749,3.260701285,0.001111371,NA,red,Gm26813
mt-Tc,840.9111627,0.202134195,0.097778142,2.057419789,0.039645863,0.273531838,red,mt-Tc
Chrna3,16.58744318,0.20211402,0.095723659,2.048384912,0.040522299,0.275500593,red,Chrna3
Ddr2,260.2568927,0.202061815,0.104014917,1.9665691,0.049232909,0.299806101,red,Ddr2
Tpcn1,1193.533725,0.201985318,0.073811889,2.733450686,0.006267451,0.125961396,red,Tpcn1
Sphk1,56.46045775,0.201968955,0.081623084,2.405507462,0.016150022,0.186523052,red,Sphk1
Vegfa,1022.794631,0.201903289,0.070985555,2.839593502,0.004517105,0.111613273,red,Vegfa
Ptprcap,5.430861428,0.201823854,0.079373439,2.658074667,0.007858848,NA,red,Ptprcap
Cyb5rl,111.6042831,0.20182217,0.088292878,2.285394184,0.022289725,0.211539962,red,Cyb5rl
Shd,249.7220188,0.201782021,0.088531784,2.285296793,0.022295431,0.211539962,red,Shd
Grin2c,1584.870993,0.201706849,0.089216799,2.262080375,0.023692438,0.218088236,red,Grin2c
Ppara,80.5306001,0.201695573,0.100095837,2.015596823,0.043842152,0.284334021,red,Ppara
Ftl1,2803.035586,0.201688054,0.070550166,2.859218979,0.004246855,0.10937639,red,Ftl1
Mertk,979.114881,0.201486049,0.084906265,2.381176324,0.017257449,0.189536166,red,Mertk
B230319C09Rik,8.765747319,0.201435104,0.092394636,2.185440887,0.028856536,NA,red,B230319C09Rik
Rpain,201.9460678,0.201363248,0.078670798,2.568250947,0.010221313,0.15443414,red,Rpain
Phf11d,13.17877014,0.201220361,0.086909859,2.334194527,0.019585538,0.201801681,red,Phf11d
Casp12,22.8408653,0.201219533,0.103033487,1.98642523,0.046986128,0.292325677,red,Casp12
Fbn1,161.0001205,0.20102099,0.090975042,2.186202923,0.028800763,0.236949004,red,Fbn1
Olfml1,380.2794065,0.2009445,0.071585622,2.800483571,0.00510261,0.11548519,red,Olfml1
Pdlim4,256.2525415,0.200936037,0.085905023,2.336221942,0.019479677,0.201801681,red,Pdlim4
Nphp3,136.2197544,0.20085031,0.094131442,2.124560835,0.033623275,0.256735739,red,Nphp3
Miip,203.9112065,0.200832228,0.086369462,2.332991287,0.019648603,0.201828217,red,Miip
Dab2,290.9057381,0.200828709,0.097337954,2.002067218,0.045277503,0.287487985,red,Dab2
Hsdl2,740.1426447,0.200699307,0.068361217,2.93519013,0.003333434,0.101162729,red,Hsdl2
Col23a1,171.2267557,0.20062143,0.099730319,2.007590369,0.044686839,0.286246606,red,Col23a1
Aass,161.1147816,0.200610745,0.093474305,2.155464433,0.031125509,0.246240316,red,Aass
Tmem164,419.092839,0.200604598,0.076811594,2.611964298,0.009002365,0.145619817,red,Tmem164
Bmp5,18.66183,0.20023532,0.094008252,2.079144686,0.037604054,0.266831832,red,Bmp5
Ttc7,153.1565207,0.20020563,0.087150181,2.305780623,0.021122893,0.207431268,red,Ttc7
Stac2,2249.953349,0.200144127,0.086411856,2.312958704,0.02072491,0.206147893,red,Stac2
Nadsyn1,66.69984999,0.200066549,0.101053436,2.010981228,0.04432744,0.285427755,red,Nadsyn1
Scml2,11.37390299,0.199756969,0.094830439,2.009673601,0.044465746,0.285929676,red,Scml2
Prelp,802.5810898,0.199371255,0.092064902,2.163866814,0.030474573,0.242588081,red,Prelp
Cd302,325.0347941,0.199235674,0.07788841,2.556712644,0.010566647,0.156270393,red,Cd302
1500035N22Rik,8.763589715,0.199193124,0.088043935,2.318779409,0.020407,NA,red,1500035N22Rik
Isca2,535.0668039,0.199183937,0.06112783,3.258865821,0.001118586,0.059733187,red,Isca2
Abat,5754.092798,0.1989812,0.071043065,2.80028103,0.005105813,0.11548519,red,Abat
Icosl,233.8735544,0.198901268,0.08933442,2.229425187,0.025785628,0.224908233,red,Icosl
A830035O19Rik,13.20641164,0.198843291,0.094683048,2.020477621,0.043333869,0.283325209,red,A830035O19Rik
Aph1c,178.8768627,0.19880681,0.085608276,2.321432549,0.020263511,0.204110298,red,Aph1c
Slc13a4,411.858441,0.198633976,0.083210134,2.437806245,0.014776692,0.180626899,red,Slc13a4
Svbp,305.0018326,0.198626751,0.074750243,2.661077945,0.007789092,0.137467049,red,Svbp
Fam199x,157.8289797,0.198571604,0.087679973,2.260256569,0.023805332,0.218193765,red,Fam199x
Atp5l,2105.817379,0.19851405,0.075469058,2.629114745,0.008560747,0.141887203,red,Atp5l
Nkx6-1,6.528878867,0.198489401,0.083651912,2.442030741,0.014604903,NA,red,Nkx6-1
Cmbl,234.1185369,0.198395208,0.089513159,2.210502032,0.02707034,0.229994354,red,Cmbl
Itga10,49.64546589,0.198169441,0.101806033,2.01719632,0.04367503,0.284224519,red,Itga10
Lgals9,137.3475756,0.198131288,0.080994864,2.434188657,0.014925214,0.181245617,red,Lgals9
Pcsk6,625.9735078,0.197929602,0.083337555,2.373774037,0.017607322,0.191272728,red,Pcsk6
E130102H24Rik,65.53665848,0.197726849,0.095985794,2.034809257,0.041870069,0.279822393,red,E130102H24Rik
Gon7,78.52409141,0.197606165,0.093868339,2.124821606,0.033601501,0.256735739,red,Gon7
Cubn,11.87000125,0.197514654,0.097724109,1.984612282,0.047187625,0.292482521,red,Cubn
Gm32200,11.97922612,0.197270559,0.097021609,2.11745308,0.034221413,0.258568932,red,Gm32200
Ltbr,229.0594942,0.197095233,0.086178701,2.284240604,0.022357394,0.211954053,red,Ltbr
Mpv17l2,404.0337217,0.197093723,0.073886232,2.66988288,0.007587771,0.135639067,red,Mpv17l2
Gng4,526.5352021,0.196972401,0.085679184,2.296310928,0.02165811,0.209064754,red,Gng4
S100a16,1943.727482,0.196960721,0.071612239,2.74629074,0.006027332,0.124077398,red,S100a16
Adcyap1r1,3671.023499,0.196878751,0.082266624,2.390897064,0.016807264,0.188448386,red,Adcyap1r1
Gm16090,4.254877955,0.196734458,0.066914915,3.294437783,0.000986188,NA,red,Gm16090
Gm8172,13.13180098,0.196421882,0.097164554,2.144521118,0.031991155,0.250724232,red,Gm8172
Knstrn,14.42473656,0.196144416,0.099306888,2.060997821,0.039303248,0.272279174,red,Knstrn
Tipin,236.9982217,0.196126466,0.075751582,2.583707445,0.009774467,0.151349804,red,Tipin
Ifi213,4.070612065,0.195968331,0.069131193,2.879590501,0.00398192,NA,red,Ifi213
Gm21814,5.907549686,0.19593606,0.083977197,2.352018421,0.01867185,NA,red,Gm21814
Rrp8,195.110068,0.195883613,0.082827466,2.394111537,0.016660681,0.187897426,red,Rrp8
Skp2,82.71112719,0.195464371,0.091865268,2.135183357,0.032746036,0.253523096,red,Skp2
Gxylt1,278.762602,0.195338396,0.085106149,2.29457924,0.021757249,0.209370786,red,Gxylt1
Zmynd15,10.15994189,0.195331634,0.09174374,1.964635928,0.049456391,0.300141378,red,Zmynd15
Myl12a,259.5404997,0.195201669,0.086464317,2.257529643,0.023974999,0.218321309,red,Myl12a
Sema3b,195.5195498,0.195126159,0.087596444,2.325415196,0.02004977,0.203276996,red,Sema3b
Igf2,65.45610407,0.194986118,0.08797419,2.167782798,0.030175216,0.241355576,red,Igf2
Has1,11.44872397,0.194974332,0.093545729,2.108068125,0.035025097,0.260514796,red,Has1
Cyp4f18,4.549878174,0.194349076,0.074325404,2.525618286,0.011549489,NA,red,Cyp4f18
Irak1,1129.972616,0.194308656,0.069881818,2.778628301,0.005458895,0.119355531,red,Irak1
Cyp4f14,243.963612,0.194082537,0.094255612,2.054482889,0.039928978,0.274134087,red,Cyp4f14
9330175E14Rik,2.750747162,0.194006166,0.061584153,2.996195972,0.002733707,NA,red,9330175E14Rik
Nr2f2,447.724407,0.193958873,0.085877452,2.258937912,0.023887247,0.218193765,red,Nr2f2
Commd1,240.9142448,0.193944901,0.08185331,2.367597037,0.017904024,0.193073753,red,Commd1
Tmem221,7.3190768,0.193933604,0.080494289,2.619303818,0.008810944,NA,red,Tmem221
Cytl1,13.43744253,0.193721282,0.094763452,2.087906891,0.036806234,0.266097612,red,Cytl1
Lhfp,393.6767804,0.193650471,0.082769041,2.33365569,0.019613758,0.201801681,red,Lhfp
2900052N01Rik,2348.531045,0.193121938,0.086375888,2.234525013,0.025448549,0.224186442,red,2900052N01Rik
Treml2,11.15094384,0.193071364,0.094255184,2.037582394,0.041591714,0.278802329,red,Treml2
Rassf8,491.0286227,0.192886404,0.086193127,2.241112065,0.025018817,0.2229684,red,Rassf8
Gm10600,6.468831805,0.192804791,0.083051238,2.310436809,0.020863983,NA,red,Gm10600
Usp6nl,454.8024898,0.192707105,0.082369179,2.335293747,0.019528081,0.201801681,red,Usp6nl
Krcc1,436.7834947,0.192615767,0.090702624,2.111470943,0.034731853,0.259608524,red,Krcc1
Asrgl1,6950.174877,0.192592594,0.070087092,2.746025227,0.006032213,0.124077398,red,Asrgl1
Ppp1r14b,490.7773757,0.192566621,0.073089786,2.635803079,0.008393843,0.14133868,red,Ppp1r14b
Phactr4,226.5593156,0.19241071,0.097181038,1.984361274,0.04721558,0.29252869,red,Phactr4
Xlr,16.79306426,0.192189247,0.09945206,1.968666132,0.048991443,0.298984917,red,Xlr
Rnf152,146.7186476,0.19199819,0.097146128,1.972332784,0.048571629,0.297355437,red,Rnf152
Itgb3bp,109.311216,0.191767977,0.093835516,2.022384195,0.043136677,0.282841467,red,Itgb3bp
Gm34093,2.97920634,0.191535466,0.069444386,2.886936079,0.003890133,NA,red,Gm34093
B230312C02Rik,4.34808484,0.191466835,0.070442629,2.61467548,0.008931227,NA,red,B230312C02Rik
Gm14342,5.235265563,0.19141258,0.077676001,2.365726069,0.017994753,NA,red,Gm14342
Mansc4,19.18359956,0.191312477,0.093508248,2.089320538,0.036678879,0.265698609,red,Mansc4
Arrdc1,76.84770865,0.191260343,0.097500068,1.967549143,0.049119936,0.299336963,red,Arrdc1
Abhd2,1971.859538,0.191259811,0.08733969,2.189145958,0.028586233,0.236482239,red,Abhd2
Insrr,8.515112861,0.19124895,0.069575373,2.404940074,0.016175118,NA,red,Insrr
Cpz,4.917313416,0.191232785,0.074890336,2.463112421,0.013773672,NA,red,Cpz
Frs3,333.5126664,0.191225539,0.068671201,2.788488975,0.005295455,0.118109204,red,Frs3
2810001G20Rik,251.9964756,0.191149042,0.071664984,2.659679643,0.007821501,0.137467049,red,2810001G20Rik
AI464131,982.1916107,0.191089987,0.081285474,2.351916505,0.018676967,0.19794971,red,AI464131
Decr1,511.1079073,0.191001357,0.07464004,2.554482377,0.010634581,0.156660264,red,Decr1
Dgkk,19.98799143,0.190721299,0.091729274,2.117898653,0.034183652,0.258409175,red,Dgkk
Cflar,619.8263876,0.190546135,0.092884442,2.050018762,0.0403626,0.275150624,red,Cflar
Trim6,3.849050928,0.190487407,0.070418712,2.282714545,0.022447188,NA,red,Trim6
Prrx1,169.8435174,0.19048129,0.085596552,2.215443026,0.026729671,0.228814928,red,Prrx1
Esrrg,184.4079,0.190438995,0.083772168,2.275474694,0.022877469,0.213811498,red,Esrrg
Gab2,395.0778413,0.190391244,0.075000243,2.533771997,0.011284213,0.160985607,red,Gab2
Dhrs4,323.0747087,0.190338096,0.067305852,2.825381642,0.004722433,0.112400655,red,Dhrs4
Isg20,12.5911838,0.190269182,0.092021706,2.018954719,0.043491926,0.283530864,red,Isg20
Hmga1,634.514935,0.190087151,0.071776786,2.647980399,0.008097422,0.139227191,red,Hmga1
Tmprss9,20.01846585,0.19004086,0.098532497,2.019568004,0.043428217,0.283451514,red,Tmprss9
Itpripl1,82.60350604,0.18981118,0.092407252,2.100937523,0.035646451,0.262867081,red,Itpripl1
Fam180a,17.8065192,0.189774298,0.08737989,2.301602929,0.021357575,0.207789575,red,Fam180a
Nkx2-2,61.22201344,0.189683581,0.093698564,1.995708964,0.045965611,0.289369767,red,Nkx2-2
Aldh1l1,1463.941835,0.189625914,0.078301111,2.419625106,0.015536515,0.184336367,red,Aldh1l1
Gm6145,558.6130857,0.189588458,0.069671387,2.717221839,0.006583247,0.129039379,red,Gm6145
Gstm5,3638.150184,0.189531295,0.062611722,3.027139797,0.002468798,0.087330437,red,Gstm5
Chad,6.874168138,0.18952702,0.079573784,2.326507768,0.019991479,NA,red,Chad
Ginm1,298.3684875,0.189263732,0.073812782,2.559348667,0.01048685,0.155889779,red,Ginm1
Zkscan17,200.3204603,0.189245678,0.076863787,2.459232834,0.013923429,0.176961615,red,Zkscan17
F830016B08Rik,3.813947583,0.189122292,0.06078843,3.558839753,0.000372497,NA,red,F830016B08Rik
Mapre1,1673.839888,0.18905073,0.052873321,3.575167761,0.000350003,0.034164997,red,Mapre1
Cxcl5,35.8782122,0.188621529,0.07872589,2.71826019,0.006562621,0.128940445,red,Cxcl5
Galnt10,205.9425727,0.188578084,0.070150537,2.68805352,0.007186988,0.134164132,red,Galnt10
Kcnh2,499.6079646,0.188420232,0.073430922,2.5681623,0.010223928,0.15443414,red,Kcnh2
Polk,173.0575657,0.188341525,0.078604314,2.398399973,0.016466873,0.18764748,red,Polk
Arhgap42,198.1879874,0.188168257,0.091554225,2.049003714,0.040461752,0.275343517,red,Arhgap42
9430078K24Rik,2.825202304,0.187917735,0.063842718,2.507579029,0.012156139,NA,red,9430078K24Rik
Cit,973.2847257,0.18786128,0.089680131,2.094336399,0.036230024,0.264749312,red,Cit
Crb3,35.61831397,0.187803282,0.087743598,2.199760091,0.027823921,0.234010271,red,Crb3
Lfng,423.3906665,0.187618147,0.085452662,2.210707395,0.027056106,0.229994354,red,Lfng
Gm5464,3.487992642,0.187397367,0.069582524,2.267813077,0.023340602,NA,red,Gm5464
Rp1,4.368842961,0.187299187,0.073305529,2.599981233,0.009322886,NA,red,Rp1
Jam2,1036.974123,0.187116457,0.063050371,2.966995652,0.003007252,0.095617991,red,Jam2
Pink1,10149.99999,0.187102775,0.057152077,3.273408798,0.001062587,0.058621715,red,Pink1
Csf1,461.7023047,0.186894845,0.065762274,2.84100274,0.004497193,0.111613273,red,Csf1
Slc39a12,1282.9322,0.186892366,0.074211638,2.519641368,0.011747446,0.163103494,red,Slc39a12
Abcd4,208.1953911,0.186809605,0.074028401,2.523583052,0.011616562,0.162168327,red,Abcd4
4930556M19Rik,13.23258799,0.186716404,0.092353063,1.980411005,0.047657364,0.293537652,red,4930556M19Rik
Pantr1,844.5696331,0.186608656,0.077575008,2.402736471,0.01627291,0.186523052,red,Pantr1
Lgi4,516.7114535,0.186395961,0.077509645,2.401535784,0.016326412,0.186789267,red,Lgi4
Msi2,2336.686197,0.186314784,0.077399679,2.404067168,0.016213794,0.186523052,red,Msi2
Hspb8,626.6131972,0.186300883,0.088640726,2.099820692,0.035744617,0.262867081,red,Hspb8
Gm19196,99.75452834,0.185408468,0.092822704,1.995705408,0.045965998,0.289369767,red,Gm19196
Gm6286,7.915619432,0.185364496,0.088641477,2.250180615,0.024437482,NA,red,Gm6286
Mir7240,7.739713185,0.185263138,0.086030329,2.117681489,0.034202052,NA,red,Mir7240
8030423F21Rik,2.03102654,0.184605475,0.056620174,2.785462074,0.005345149,NA,red,8030423F21Rik
Slc26a6,105.8040702,0.184483035,0.088020147,2.096006825,0.036081585,0.264244086,red,Slc26a6
Ephx1,572.0737178,0.184341974,0.084452287,2.185805996,0.028829802,0.236967602,red,Ephx1
Gm13123,17.99397059,0.184154643,0.083273735,2.06327675,0.039086342,0.271907115,red,Gm13123
Meis2,987.1007359,0.184148864,0.078830287,2.336195446,0.019481058,0.201801681,red,Meis2
Tmem256,1068.878107,0.183980737,0.087725469,2.097411869,0.035957131,0.263680354,red,Tmem256
Fmo1,116.8729622,0.183760126,0.091401178,1.996676771,0.045860307,0.289369767,red,Fmo1
Acyp2,442.7122656,0.183681912,0.078299935,2.344665472,0.019044158,0.199682011,red,Acyp2
Cytip,3.74912755,0.183642554,0.066156927,2.867949046,0.004131421,NA,red,Cytip
Snapin,1049.662946,0.183551713,0.05036554,3.6426972,0.000269796,0.031000507,red,Snapin
Etfb,145.0358073,0.183503715,0.089685562,2.047737124,0.040585764,0.275500593,red,Etfb
Plekhh3,246.1006617,0.183186876,0.08044671,2.28690884,0.022201145,0.211197724,red,Plekhh3
Rbm3,1392.270209,0.18314159,0.068775057,2.660245184,0.007808379,0.137467049,red,Rbm3
Scp2,2368.888621,0.183072746,0.060589045,3.021612038,0.002514326,0.088447358,red,Scp2
Bhmt,10.26454016,0.182974028,0.074796291,2.523427859,0.01162169,0.162168327,red,Bhmt
Tmem243,279.467482,0.182915172,0.06931823,2.63635587,0.008380179,0.14133868,red,Tmem243
Taf13,621.2904026,0.182836934,0.070732711,2.582397407,0.009811653,0.15178454,red,Taf13
Gm44250,170.4193384,0.18280145,0.088622735,2.283959943,0.022373885,0.211954053,red,Gm44250
Iqgap1,420.0371027,0.182721159,0.0802403,2.276725051,0.02280265,0.213555337,red,Iqgap1
Dazap2,2778.239548,0.182644381,0.042145389,4.333428708,1.47E-05,0.00698833,red,Dazap2
Mrpl47,275.4509035,0.182641094,0.073459838,2.48345681,0.013011411,0.172765642,red,Mrpl47
Slc16a2,785.7096307,0.182626138,0.090129554,2.030762093,0.042279134,0.280195964,red,Slc16a2
Notch2,659.9186199,0.182554383,0.091366016,1.988746372,0.046729205,0.291509204,red,Notch2
Dap,160.2851443,0.182491146,0.084762272,2.142831707,0.032126614,0.251060751,red,Dap
Gm43414,1.618718873,0.182440919,0.052669206,3.758968221,0.000170616,NA,red,Gm43414
Ankrd54,267.6901323,0.182355137,0.078713244,2.327649591,0.019930718,0.202974139,red,Ankrd54
Nbl1,1333.65161,0.182228438,0.065898463,2.764306537,0.005704392,0.120917149,red,Nbl1
Naa16,108.1558225,0.182133641,0.089092982,2.059552396,0.039441351,0.272895495,red,Naa16
Col6a3,61.47971179,0.181806214,0.095326935,2.022673125,0.04310686,0.282841467,red,Col6a3
Gm20684,6.532283669,0.1816393,0.081890296,2.17372706,0.029725639,NA,red,Gm20684
Tmem86a,285.0002249,0.181625404,0.084955998,2.137750459,0.032537002,0.252609034,red,Tmem86a
Mafk,240.8630125,0.181434546,0.066371823,2.744490406,0.006060493,0.124268431,red,Mafk
Mir124-2hg,359.3552193,0.181239441,0.066959591,2.700794353,0.00691741,0.132000432,red,Mir124-2hg
Comp,11.9007095,0.181198198,0.07939925,2.341652991,0.019198556,0.200418005,red,Comp
Gm48500,2.546021837,0.181136667,0.060541493,2.901682666,0.003711643,NA,red,Gm48500
Phyh,1532.789238,0.181036179,0.05367607,3.37219739,0.00074571,0.049609512,red,Phyh
Maob,810.4848772,0.18100395,0.080153798,2.258671666,0.023903816,0.21822547,red,Maob
Kctd12b,108.4465829,0.180833102,0.090881094,1.980901297,0.047602344,0.293415704,red,Kctd12b
Lbx2,9.211795182,0.180565271,0.078938774,2.490765111,0.012746836,NA,red,Lbx2
Pold4,200.2469198,0.180444562,0.072352062,2.492968669,0.012668002,0.170485935,red,Pold4
Rps24,7788.227878,0.180437309,0.0768116,2.347712396,0.0188891,0.199023593,red,Rps24
Ahcyl2,4727.348459,0.180326703,0.074036251,2.435394337,0.014875568,0.18117094,red,Ahcyl2
Cyb5a,780.5911404,0.180324226,0.056491603,3.191918418,0.001413312,0.068149943,red,Cyb5a
Fam149a,550.4736921,0.180137598,0.075731599,2.375281161,0.017535587,0.191272728,red,Fam149a
Synpo2l,4.132635862,0.180107993,0.072329568,2.134672433,0.032787776,NA,red,Synpo2l
Rnase4,493.7952881,0.180081631,0.075091159,2.397139758,0.01652362,0.18764748,red,Rnase4
Mcee,482.0501381,0.180066693,0.083841777,2.1477874,0.031730648,0.249605445,red,Mcee
Lypd6,475.4269524,0.179426799,0.066205834,2.708464585,0.006759533,0.130197194,red,Lypd6
Fgr,2.998795361,0.17921659,0.062853155,2.815832,0.00486511,NA,red,Fgr
Tbx6,10.39952264,0.179212511,0.091995276,2.087469017,0.036845759,0.266097612,red,Tbx6
Rpl22l1,1288.74966,0.178996731,0.077616719,2.303565485,0.021247047,0.207431268,red,Rpl22l1
Postn,34.73533403,0.178942822,0.094904428,2.005009852,0.044961994,0.286622935,red,Postn
Rgs3,384.346158,0.178919995,0.079399959,2.252094506,0.0243163,0.219346985,red,Rgs3
Sec61g,899.2523853,0.178884895,0.083551835,2.137925229,0.032522812,0.252609034,red,Sec61g
Barhl2,8.093264601,0.178626958,0.06582214,2.749250661,0.005973169,NA,red,Barhl2
Zdhhc4,386.9483012,0.178531863,0.065745696,2.713234734,0.006662989,0.129569432,red,Zdhhc4
Lsm5,51.16224188,0.178282218,0.079461901,2.240801345,0.025038946,0.2229684,red,Lsm5
Id1,302.366154,0.178223836,0.090916916,1.966844524,0.049201138,0.299722178,red,Id1
Pnp,174.7172883,0.178142495,0.090494191,1.96130579,0.049843362,0.300608582,red,Pnp
Pigq,1856.772228,0.178057518,0.047621251,3.73919965,0.000184607,0.025006003,red,Pigq
Foxd1,57.9743509,0.177990534,0.088110175,1.994250553,0.04612468,0.289774998,red,Foxd1
Hivep1,1046.110882,0.177943982,0.083009712,2.137820836,0.032531287,0.252609034,red,Hivep1
Fam129b,825.3783098,0.177834512,0.088831379,2.00402253,0.045067647,0.286811332,red,Fam129b
Atp13a4,316.115286,0.177793732,0.074414519,2.385125824,0.017073281,0.188883088,red,Atp13a4
Sox1ot,500.2142393,0.177651584,0.085903319,2.067540605,0.038683242,0.270458035,red,Sox1ot
Gcsh,1081.234991,0.177241608,0.057457657,3.084552378,0.002038587,0.080105896,red,Gcsh
Pdzk1ip1,10.24830757,0.177171587,0.081451598,2.39517465,0.01661245,0.18764748,red,Pdzk1ip1
Dnase2a,119.669799,0.176890005,0.086256257,2.057362741,0.039651346,0.273531838,red,Dnase2a
Vasn,180.6106451,0.176826165,0.089260742,1.996927717,0.045833036,0.289361201,red,Vasn
Lag3,139.6515293,0.176698784,0.083205585,2.124329279,0.033642619,0.25676577,red,Lag3
Cdh1,42.64590531,0.176655577,0.069956295,2.825694016,0.004717831,0.112400655,red,Cdh1
Kctd18,193.6025114,0.176625039,0.072327722,2.432440282,0.014997464,0.181990353,red,Kctd18
Cmtm5,1216.251256,0.176407178,0.069707647,2.530090287,0.011403318,0.161173213,red,Cmtm5
Eci2,662.2557071,0.176403665,0.069274554,2.546420487,0.0108834,0.158365355,red,Eci2
Tfap2b,13.4933079,0.176016498,0.068222747,2.438786442,0.014736674,0.180609243,red,Tfap2b
Acads,217.6157139,0.175809007,0.085461742,2.050264752,0.040338602,0.275119366,red,Acads
Mcur1,698.4565042,0.175693096,0.070071707,2.505668236,0.012222024,0.166399684,red,Mcur1
Atp6v0e,566.2449249,0.175659873,0.079172094,2.221670882,0.026305556,0.226851379,red,Atp6v0e
Gpx8,140.9356241,0.175648136,0.093492763,1.974477171,0.048327511,0.296350628,red,Gpx8
Gna13,1531.935361,0.175494719,0.069707455,2.51632082,0.011858718,0.163558033,red,Gna13
Prex2,2268.479991,0.175365909,0.088586782,1.977820323,0.04794898,0.294897732,red,Prex2
Wfikkn2,71.68198726,0.175103333,0.079558667,2.422490734,0.015414519,0.18357491,red,Wfikkn2
Rab13,136.628237,0.174206306,0.086131591,2.010292495,0.044400241,0.285618692,red,Rab13
Fgd6,517.2461675,0.17402832,0.081807741,2.126618165,0.033451822,0.256311448,red,Fgd6
1810014B01Rik,127.4851325,0.173992365,0.087058203,1.988971817,0.046704314,0.291509204,red,1810014B01Rik
Gpx1,1546.287036,0.173966455,0.071148508,2.444875112,0.014490231,0.18032636,red,Gpx1
Col8a2,239.0889828,0.173648481,0.084377584,2.213008747,0.026897043,0.229340648,red,Col8a2
Ptch1,1113.13471,0.173459632,0.083191164,2.086561777,0.036927765,0.266155153,red,Ptch1
Gm37120,4.607830472,0.173368886,0.070812262,3.141048005,0.001683444,NA,red,Gm37120
Relt,173.627647,0.173278762,0.079859804,2.168380063,0.030129781,0.241355576,red,Relt
Cd2ap,424.1942862,0.17308323,0.08797974,1.96277304,0.049672552,0.300457089,red,Cd2ap
Rax,4.814268651,0.172886538,0.067233137,2.792905788,0.00522369,NA,red,Rax
Gstm1,6124.029923,0.172868998,0.075859663,2.278493558,0.022697188,0.213253886,red,Gstm1
Mthfd2l,239.7773979,0.172724775,0.076893204,2.247421525,0.024613101,0.22077664,red,Mthfd2l
Pnpla2,447.3802966,0.172420458,0.07755217,2.22864933,0.025837246,0.224908233,red,Pnpla2
Fuom,346.7515094,0.172310672,0.070516069,2.443760603,0.014535068,0.180334127,red,Fuom
Resf1,139.9929867,0.172297135,0.081512683,2.113193551,0.034584205,0.259429752,red,Resf1
Wdr6,2151.138352,0.172105191,0.054860408,3.137499818,0.001703954,0.073533731,red,Wdr6
Stom,340.4919124,0.171893336,0.08108403,2.121949691,0.033841963,0.257461619,red,Stom
Mpp4,16.98311231,0.171506722,0.090765928,1.964255132,0.049500512,0.300141378,red,Mpp4
Lrp10,622.1889814,0.171126049,0.070601899,2.426224078,0.015256847,0.183245537,red,Lrp10
Zfp687,581.095908,0.171045279,0.058831578,2.904071939,0.003683435,0.104211579,red,Zfp687
