X,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y
Tnpo1,1048.979277,-0.232254718,0.094716111,-2.44399932,0.014525454,0.264066824,1048.979277,0.281320586,0.092212498,3.035073834,0.002404768,0.088105674
Tpbg,88.54139419,0.421132954,0.164358033,2.585704749,0.009718014,0.223113568,88.54139419,-0.334558143,0.159882657,-2.119486194,0.034049399,0.210776541
Tpcn1,1130.016034,-0.359118165,0.150815965,-2.357595132,0.018393742,0.289490196,1130.016034,0.3261868,0.147330436,2.182409142,0.02907935,0.200160525
Tpi-rs11,84.99481755,0.389686802,0.160093049,2.36316936,0.018119387,0.287457703,84.99481755,-0.41732256,0.157726448,-2.584225367,0.0097598,0.136000688
Tpi1,6640.763159,0.294962568,0.12639691,2.297788628,0.021573822,0.307733562,6640.763159,-0.351349282,0.123059889,-2.804506849,0.005039362,0.11157463
Trabd2b,59.4227254,-0.444726281,0.173751085,-2.580066921,0.009878117,0.225337431,59.4227254,0.580109776,0.17246812,3.374842479,0.00073858,0.053924748
Trappc13,837.0551849,0.239261685,0.092506211,2.562958598,0.010378442,0.230551532,837.0551849,-0.242984445,0.090154128,-2.665799948,0.007680538,0.128238024
Trim56,281.661016,-0.482260905,0.190823528,-2.461385312,0.013840164,0.258195142,281.661016,0.475015137,0.188578899,2.426003094,0.01526614,0.161339573
Trim67,136.8100443,-0.382552722,0.161368772,-2.328252533,0.019898698,0.297689614,136.8100443,0.398622125,0.157791233,2.444499138,0.014505343,0.157128779
Triobp,205.5284732,-0.336796608,0.156066684,-2.157832358,0.030940868,0.349273742,205.5284732,0.34886392,0.153177933,2.274899082,0.022911984,0.183582275
Tshz2,503.2546686,-0.465419265,0.191641337,-2.417996863,0.015606211,0.273124029,503.2546686,0.7122358,0.189611431,3.890572401,0.000100008,0.019400242
Tspan11,27.01519296,-0.618522473,0.195758478,-3.09333366,0.001979215,0.113381638,27.01519296,0.437780124,0.194844718,2.075703282,0.037921402,0.21970072
Tspan33,507.7670639,0.407364139,0.149959514,2.699410091,0.006946252,0.195613626,507.7670639,-0.301367396,0.14641288,-2.035191367,0.041831621,0.22744348
Ttc28,369.4548976,-0.592748523,0.135302106,-4.353643682,1.34E-05,0.00627748,369.4548976,0.334870318,0.132063259,2.497644586,0.012502147,0.149004974
Tub,3786.510057,-0.270224009,0.081570122,-3.318208318,0.000905969,0.079511043,3786.510057,0.272694258,0.079324829,3.443033442,0.000575228,0.049711639
Tuba8,94.19403743,0.480783567,0.193379016,2.43738227,0.014794031,0.266625763,94.19403743,-0.513066588,0.191939112,-2.586559613,0.00969394,0.135724366
Tubb3,2815.719783,0.324012931,0.160236006,1.965922995,0.049307506,0.415059102,2815.719783,-0.420866252,0.156773909,-2.606258977,0.009153722,0.134978243
Tubb4b,3084.460899,0.353009075,0.111848512,3.151713378,0.001623155,0.10402206,3084.460899,-0.332834715,0.108687729,-3.052663136,0.002268204,0.085679519
Tulp4,2668.211102,-0.303740729,0.137044224,-2.187796504,0.028684429,0.338455292,2668.211102,0.441856738,0.133589385,3.261221671,0.001109333,0.063612997
Ube2z,1427.252904,0.299913803,0.123022273,2.41644185,0.015673029,0.273818387,1427.252904,-0.302094756,0.119760221,-2.492656521,0.012679143,0.149662618
Ubxn2a,829.1317759,-0.237449893,0.110047833,-2.134655664,0.032789147,0.358717111,829.1317759,0.33397435,0.107023768,3.081664458,0.002058467,0.082353259
Unc13c,819.1557603,-0.431325174,0.194670078,-2.156637493,0.031033921,0.349273742,819.1557603,0.729522083,0.194711607,3.91182641,9.16E-05,0.018499586
Unc80,5531.935508,-0.302841738,0.150579956,-1.984093345,0.047245435,0.409485327,5531.935508,0.439048542,0.147047659,2.943526607,0.003244959,0.097774889
Uprt,82.67833642,-0.325597463,0.152919258,-2.111399527,0.034737986,0.368607477,82.67833642,0.354423482,0.150130899,2.311039533,0.020830671,0.176827841
Uqcrc1,3613.660917,0.145826327,0.063560458,2.291011842,0.021962729,0.30882293,3613.660917,-0.17928437,0.061631904,-2.903512441,0.003690023,0.100213056
Usf3,1006.656596,-0.309411348,0.087861153,-3.521380766,0.000429306,0.049345226,1006.656596,0.437654136,0.08590185,5.084788496,3.68E-07,0.000398887
Usp14,1130.530584,0.335972661,0.162998492,2.005773407,0.044880429,0.400820141,1130.530584,-0.441095415,0.159612737,-2.685821164,0.00723518,0.12653412
Usp24,1301.539162,-0.185838704,0.077244621,-2.409694097,0.015965901,0.275211561,1301.539162,0.163240024,0.075364642,2.169960399,0.030009846,0.201932981
Usp54,932.3567147,-0.24386215,0.104651012,-2.332809973,0.019658121,0.296985089,932.3567147,0.251462499,0.102082487,2.463931956,0.01374222,0.153513009
Usp6nl,418.1968269,-0.282320163,0.118068808,-2.36364659,0.018096066,0.287452928,418.1968269,0.236416469,0.114798108,2.017773658,0.043614839,0.230120773
Utp3,351.7081053,0.274579759,0.134620862,1.996997281,0.045825478,0.403372203,351.7081053,-0.265070601,0.131659929,-1.962215353,0.049737417,0.242254636
Vapa,1694.728435,0.255269681,0.124482365,2.021278538,0.04325094,0.395702118,1694.728435,-0.248248725,0.121241471,-2.008799748,0.044558375,0.231628392
Vasn,190.356963,0.391871683,0.143082686,2.747826733,0.00599917,0.186204211,190.356963,-0.309065936,0.138871709,-2.237371649,0.02526206,0.189689076
Vav3,159.0102742,-0.327126485,0.126612453,-2.570533382,0.010154204,0.227842945,159.0102742,0.262386834,0.123962384,2.087463396,0.036846266,0.216726385
Vcl,268.3052389,-0.438463553,0.132582014,-3.308260845,0.000938773,0.079643736,268.3052389,0.277403523,0.130062773,2.134782268,0.032778799,0.208151102
Vdac1,5335.390736,0.272222433,0.127774455,2.093033065,0.036346203,0.374007283,5335.390736,-0.287160418,0.124429369,-2.25745062,0.023979932,0.187254308
Vdac3-ps1,304.9771338,0.242980267,0.114395714,2.115036702,0.034426819,0.367291732,304.9771338,-0.22864221,0.111209619,-2.046372397,0.040719746,0.225858243
Vegfd,38.19259543,0.49968167,0.191318565,2.557599678,0.010539735,0.231686221,38.19259543,-0.459616209,0.18990382,-2.371807158,0.017701327,0.168077917
Vgf,3027.799751,0.458152041,0.190182898,2.243894535,0.024839188,0.323848245,3027.799751,-0.654427607,0.187961686,-3.296775344,0.000978017,0.060521626
Vps28,968.2957161,0.186793382,0.088191888,2.112665577,0.034629402,0.367749765,968.2957161,-0.196212719,0.085610991,-2.284441938,0.022345571,0.182313645
Vsig2,221.5061507,-0.321531196,0.145888289,-2.149721681,0.031577236,0.352221748,221.5061507,0.37317457,0.141957843,2.535882841,0.011216425,0.143991579
Washc1,410.2313996,0.265207778,0.107657481,2.448477442,0.014346141,0.261912283,410.2313996,-0.35724263,0.104683675,-3.393112538,0.000691032,0.053087512
Wdfy2,554.9177143,-0.347369511,0.13312446,-2.575523319,0.010008852,0.226221306,554.9177143,0.301896812,0.129679605,2.277188671,0.022774961,0.183177584
Wdr77,385.2948833,0.246291809,0.103458206,2.36914177,0.017829418,0.286472666,385.2948833,-0.353833213,0.100499312,-3.505687883,0.000455429,0.043884894
Wnt6,17.80691167,-0.424049195,0.196019254,-2.129707597,0.033195761,0.360300122,17.80691167,0.4170942,0.194581348,2.071561261,0.038306376,NA
Xbp1,938.4877829,0.342900456,0.156353603,2.149768194,0.031573555,0.352221748,938.4877829,-0.371234802,0.152915157,-2.368325601,0.017868803,0.168655414
Xylt1,1108.789758,-0.251327086,0.104538944,-2.38546958,0.017057333,0.281904865,1108.789758,0.344261397,0.101671534,3.353919243,0.000796756,0.055716859
Yae1d1,378.4026802,-0.216321362,0.105986649,-2.03922541,0.041427536,0.391550654,378.4026802,0.350968402,0.103888969,3.364309165,0.000767355,0.054918055
Zap70,77.44685562,0.409756155,0.166361173,2.403665645,0.016231611,0.275937395,77.44685562,-0.422278355,0.163680916,-2.528429671,0.011457404,0.145091307
Zbtb37,213.066578,-0.479096906,0.113807138,-4.185835936,2.84E-05,0.009734338,213.066578,0.241290395,0.110689454,2.137211719,0.032580775,0.208151102
Zcchc12,594.9336797,0.377559183,0.173888005,2.173401977,0.029750076,0.344096975,594.9336797,-0.484943127,0.170640468,-2.811626388,0.004929172,0.110738851
Zcchc18,3611.997226,0.336977355,0.157915705,2.086594162,0.036924835,0.375978262,3611.997226,-0.375555363,0.154422173,-2.366236538,0.017969959,0.169308714
Zeb1,1651.627286,-0.351090183,0.173077874,-1.981332534,0.047553994,0.409666555,1651.627286,0.407447672,0.169805855,2.331010197,0.019752822,0.174041929
Zfp236,884.5323133,-0.300712384,0.143320968,-2.077103522,0.037792006,0.378817823,884.5323133,0.35571645,0.139889316,2.509224739,0.012099648,0.148022202
Zfp335,411.9823773,-0.367776149,0.125710936,-2.907684151,0.003641159,0.148786439,411.9823773,0.254467225,0.122618584,2.049027744,0.040459402,0.224921933
Zfp36l2,585.7088057,-0.354527474,0.159751695,-2.162266782,0.030597619,0.347754812,585.7088057,0.675717059,0.156246406,4.222932004,2.41E-05,0.007406656
Zfp521,250.7542108,-0.373217613,0.16945625,-2.121019876,0.03392013,0.36514866,250.7542108,0.371497816,0.16574068,2.106916692,0.035124801,0.212929666
Zfp579,303.001062,0.357837168,0.126381257,2.818593649,0.004823454,0.169656168,303.001062,-0.332297013,0.122870237,-2.690802342,0.007128041,0.125576484
Zfp69,24.58580175,-0.488559673,0.194917903,-2.465777171,0.013671635,0.256817065,24.58580175,0.658517493,0.192619924,3.251997092,0.001145972,0.063612997
Zfp7,59.07904852,0.407304796,0.174515349,2.29670695,0.021635493,0.307985996,59.07904852,-0.399727317,0.171615042,-2.299587642,0.021471593,0.178947
Zfp704,1138.833032,-0.347494664,0.14536406,-2.37413382,0.017590174,0.285156088,1138.833032,0.472831302,0.141952552,3.30347391,0.000954949,0.060521626
Zfp955a,69.5995723,-0.326977483,0.160614377,-2.038708137,0.041479165,0.391623109,69.5995723,0.377883006,0.158747625,2.363941149,0.018081685,0.169308714
Zfp976,38.1337925,0.382169345,0.18255766,2.103417973,0.035429249,0.370525213,38.1337925,-0.368869409,0.179427851,-2.067115959,0.038723229,0.221363537
Zhx2,446.5652853,-0.197825843,0.093465858,-2.114649553,0.034459827,0.367308887,446.5652853,0.1966862,0.09144175,2.144552542,0.03198864,0.207118368
Zmat2,2162.59006,0.222001682,0.089115641,2.477363661,0.013235697,0.254926671,2162.59006,-0.240074344,0.086563354,-2.754271985,0.005882286,0.117192628
Zrsr2,677.3357659,0.189912728,0.09103471,2.073574555,0.03811884,0.380210071,677.3357659,-0.238496948,0.088569655,-2.675924808,0.007452336,0.127150941
