"","Gene","G","Symbol","Name","Chr","Qualifier","Annotated.Term","Context","Proteoform","Evidence","Inferred.From","Reference.s."
"99","Rpl34","MGI:1915686","Rpl34","ribosomal protein L34","3","","cytosolic ribosome","",NA,"ISO","P49207 ","J:164563 "
"100","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000197373 ","J:265628 "
"101","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"102","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"103","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1309771 ","J:155856 "
"104","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic large ribosomal subunit","",NA,"ISO","P46776 ","J:164563 "
"105","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic ribosome","",NA,"IGI","S000006437 ","J:137257 "
"106","Rpl27a","MGI:1347076","Rpl27a","ribosomal protein L27A","7","","cytosolic ribosome","",NA,"ISO","P46776 ","J:164563 "
"107","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000474938 ","J:265628 "
"108","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"109","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621774 ","J:155856 "
"110","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic large ribosomal subunit","",NA,"ISO","P05386 ","J:164563 "
"111","Rplp1","MGI:1927099","Rplp1","ribosomal protein, large, P1","9","","cytosolic ribosome","",NA,"ISO","P05386 ","J:164563 "
"112","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000174131 ","J:265628 "
"113","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"114","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"115","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1303019 ","J:155856 "
"116","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic large ribosomal subunit","",NA,"ISO","P18621 ","J:164563 "
"117","Rpl17","MGI:2448270","Rpl17","ribosomal protein L17","18","","cytosolic ribosome","",NA,"ISO","P18621 ","J:164563 "
"118","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000242048 ","J:265628 "
"119","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"120","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"121","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1308681 ","J:155856 "
"122","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic large ribosomal subunit","",NA,"ISO","P62913 ","J:164563 "
"123","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic ribosome","",NA,"ISO","RGD:1308681 ","J:155856 "
"124","Rpl11","MGI:1914275","Rpl11","ribosomal protein L11","4","","cytosolic ribosome","",NA,"ISO","P62913 ","J:164563 "
"125","Rpl10","MGI:105943","Rpl10","ribosomal protein L10","X","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000197715 ","J:265628 "
"126","Rpl10","MGI:105943","Rpl10","ribosomal protein L10","X","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"127","Rpl10","MGI:105943","Rpl10","ribosomal protein L10","X","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621178 ","J:155856 "
"128","Rpl10","MGI:105943","Rpl10","ribosomal protein L10","X","","cytosolic large ribosomal subunit","",NA,"ISO","P27635 ","J:73065 "
"129","Rpl10","MGI:105943","Rpl10","ribosomal protein L10","X","","cytosolic ribosome","",NA,"ISO","P27635 ","J:164563 "
"130","Rpl35","MGI:1913739","Rpl35","ribosomal protein L35","2","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000356124 ","J:265628 "
"131","Rpl35","MGI:1913739","Rpl35","ribosomal protein L35","2","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1303007 ","J:155856 "
"132","Rpl35","MGI:1913739","Rpl35","ribosomal protein L35","2","","cytosolic large ribosomal subunit","",NA,"ISO","P42766 ","J:164563 "
"133","Rpl35","MGI:1913739","Rpl35","ribosomal protein L35","2","","cytosolic ribosome","",NA,"ISO","P42766 ","J:164563 "
"134","Rps27","MGI:1888676","Rps27","ribosomal protein S27","3","","cytosolic ribosome","",NA,"ISO","P42677 ","J:164563 "
"135","Rps27","MGI:1888676","Rps27","ribosomal protein S27","3","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000174285 ","J:265628 "
"136","Rps27","MGI:1888676","Rps27","ribosomal protein S27","3","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"137","Rps27","MGI:1888676","Rps27","ribosomal protein S27","3","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621045 ","J:155856 "
"138","Rps27","MGI:1888676","Rps27","ribosomal protein S27","3","","cytosolic small ribosomal subunit","",NA,"ISO","P42677 ","J:164563 "
"139","Rps11","MGI:1351329","Rps11","ribosomal protein S11","7","","cytosolic ribosome","",NA,"ISO","P62280 ","J:164563 "
"140","Rps11","MGI:1351329","Rps11","ribosomal protein S11","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000078534 ","J:265628 "
"141","Rps11","MGI:1351329","Rps11","ribosomal protein S11","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"142","Rps11","MGI:1351329","Rps11","ribosomal protein S11","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621026 ","J:155856 "
"143","Rps11","MGI:1351329","Rps11","ribosomal protein S11","7","","cytosolic small ribosomal subunit","",NA,"ISO","P62280 ","J:164563 "
"144","Rps11","MGI:1351329","Rps11","ribosomal protein S11","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"145","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic ribosome","",NA,"ISO","P62241 ","J:164563 "
"146","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000044490 ","J:265628 "
"147","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"148","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:61910 ","J:155856 "
"149","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"ISO","P62241 ","J:164563 "
"150","Rps8","MGI:98166","Rps8","ribosomal protein S8","4","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"151","Rpl37a","MGI:98068","Rpl37a","ribosomal protein L37a","1","","cytosolic large ribosomal subunit","",NA,"IBA","PTN008298523 ","J:265628 "
"152","Rpl37a","MGI:98068","Rpl37a","ribosomal protein L37a","1","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"153","Rpl37a","MGI:98068","Rpl37a","ribosomal protein L37a","1","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"154","Rpl37a","MGI:98068","Rpl37a","ribosomal protein L37a","1","","cytosolic large ribosomal subunit","",NA,"ISO","P61513 ","J:164563 "
"155","Rpl37a","MGI:98068","Rpl37a","ribosomal protein L37a","1","","cytosolic ribosome","",NA,"ISO","P61513 ","J:164563 "
"156","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000601894 ","J:265628 "
"157","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IDA","","J:31514 "
"158","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"159","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"160","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621203 ","J:155856 "
"161","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic large ribosomal subunit","",NA,"ISO","P62910 ","J:164563 "
"162","Rpl32","MGI:98038","Rpl32","ribosomal protein L32","6","","cytosolic ribosome","",NA,"ISO","P62910 ","J:164563 "
"163","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic ribosome","",NA,"ISO","P39019 ","J:164563 "
"164","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000194951 ","J:265628 "
"165","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"166","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:68440 ","J:155856 "
"167","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"ISO","P39019 ","J:164563 "
"168","Rps19","MGI:1333780","Rps19","ribosomal protein S19","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"169","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic ribosome","",NA,"ISO","P62263 ","J:164563 "
"170","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000204886 ","J:265628 "
"171","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"172","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:62025 ","J:155856 "
"173","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"ISO","P62263 ","J:164563 "
"174","Rps14","MGI:98107","Rps14","ribosomal protein S14","18","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"175","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000076564 ","J:265628 "
"176","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","is a part of testis",NA,"IDA","","J:197929 "
"177","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:31514 "
"178","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"179","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"180","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621183 ","J:155856 "
"181","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic large ribosomal subunit","",NA,"ISO","P84098 ","J:164563 "
"182","Rpl19","MGI:98020","Rpl19","ribosomal protein L19","11","","cytosolic ribosome","",NA,"ISO","P84098 ","J:164563 "
"183","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000124940 ","J:265628 "
"184","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"185","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"186","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1310607 ","J:155856 "
"187","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic large ribosomal subunit","",NA,"ISO","P61254 ","J:164563 "
"188","Rpl26","MGI:106022","Rpl26","ribosomal protein L26","11","","cytosolic ribosome","",NA,"ISO","P61254 ","J:164563 "
"189","Rps5","MGI:1097682","Rps5","ribosomal protein S5","7","","cytosolic ribosome","",NA,"ISO","P46782 ","J:164563 "
"190","Rps5","MGI:1097682","Rps5","ribosomal protein S5","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000128891 ","J:265628 "
"191","Rps5","MGI:1097682","Rps5","ribosomal protein S5","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"192","Rps5","MGI:1097682","Rps5","ribosomal protein S5","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:3601 ","J:155856 "
"193","Rps5","MGI:1097682","Rps5","ribosomal protein S5","7","","cytosolic small ribosomal subunit","",NA,"ISO","P46782 ","J:164563 "
"194","Rps5","MGI:1097682","Rps5","ribosomal protein S5","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"195","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000042522 ","J:265628 "
